index,RPT,総合ランク,Web_複勝期待値_レンジ,試行回数,複勝的中数,複勝投資額,複勝払戻額,複勝的中率(%),複勝回収率(%),単勝的中数,単勝投資額,単勝払戻額,単勝的中率(%),単勝回収率(%)
0,1,SSS,"[0.75, 0.8)",2,1,200,110,50,55,1,200,150,50,75
1,1,SS,"[0.8, 0.85)",7,6,700,670,85.71428571,95.71428571,4,700,720,57.14285714,102.8571429
2,1,SS,"[0.9, 0.95)",2,2,200,260,100,130,1,200,290,50,145
3,1,SS,"[1.05, 1.1)",1,0,100,0,0,0,0,100,0,0,0
4,1,S,"[0.5, 0.75)",5,2,500,250,40,50,2,500,550,40,110
5,1,S,"[0.75, 0.8)",7,5,700,680,71.42857143,97.14285714,3,700,690,42.85714286,98.57142857
6,1,S,"[0.8, 0.85)",11,9,1100,1020,81.81818182,92.72727273,3,1100,540,27.27272727,49.09090909
7,1,S,"[0.85, 0.9)",17,9,1700,1320,52.94117647,77.64705882,4,1700,1240,23.52941176,72.94117647
8,1,S,"[0.9, 0.95)",6,3,600,490,50,81.66666667,1,600,190,16.66666667,31.66666667
9,1,S,"[0.95, 1.0)",2,2,200,290,100,145,0,200,0,0,0
10,1,AA,"[0.5, 0.75)",1,1,100,140,100,140,1,100,300,100,300
11,1,AA,"[0.75, 0.8)",1,0,100,0,0,0,0,100,0,0,0
12,1,AA,"[0.8, 0.85)",2,0,200,0,0,0,0,200,0,0,0
13,1,AA,"[0.85, 0.9)",7,5,700,680,71.42857143,97.14285714,1,700,300,14.28571429,42.85714286
14,1,AA,"[0.9, 0.95)",1,0,100,0,0,0,0,100,0,0,0
15,1,AA,"[0.95, 1.0)",3,2,300,350,66.66666667,116.6666667,1,300,460,33.33333333,153.3333333
16,1,AA,"[2.0, 100.0)",2,1,200,170,50,85,1,200,430,50,215
17,1,A,"[0.25, 0.5)",2,0,200,0,0,0,0,200,0,0,0
18,1,A,"[0.5, 0.75)",24,7,2400,1270,29.16666667,52.91666667,3,2400,1920,12.5,80
19,1,A,"[0.75, 0.8)",13,5,1300,700,38.46153846,53.84615385,2,1300,700,15.38461538,53.84615385
20,1,A,"[0.8, 0.85)",21,10,2100,1660,47.61904762,79.04761905,2,2100,580,9.523809524,27.61904762
21,1,A,"[0.85, 0.9)",21,11,2100,1740,52.38095238,82.85714286,6,2100,2030,28.57142857,96.66666667
22,1,A,"[0.9, 0.95)",7,3,700,490,42.85714286,70,1,700,180,14.28571429,25.71428571
23,1,A,"[0.95, 1.0)",4,1,400,310,25,77.5,1,400,1440,25,360
24,1,A,"[1.0, 1.05)",3,0,300,0,0,0,0,300,0,0,0
25,1,A,"[1.1, 1.15)",2,0,200,0,0,0,0,200,0,0,0
26,1,A,"[1.2, 1.4)",1,0,100,0,0,0,0,100,0,0,0
27,1,A,"[1.4, 1.6)",1,1,100,320,100,320,1,100,780,100,780
28,1,A,"[1.6, 1.8)",1,0,100,0,0,0,0,100,0,0,0
29,1,A,"[2.0, 100.0)",2,0,200,0,0,0,0,200,0,0,0
30,1,B,"[0.0, 0.25)",2,1,200,200,50,100,0,200,0,0,0
31,1,B,"[0.25, 0.5)",1,0,100,0,0,0,0,100,0,0,0
32,1,B,"[0.5, 0.75)",41,14,4100,3230,34.14634146,78.7804878,4,4100,1950,9.756097561,47.56097561
33,1,B,"[0.75, 0.8)",23,12,2300,2700,52.17391304,117.3913043,5,2300,2640,21.73913043,114.7826087
34,1,B,"[0.8, 0.85)",35,11,3500,2080,31.42857143,59.42857143,6,3500,2770,17.14285714,79.14285714
35,1,B,"[0.85, 0.9)",22,11,2200,1870,50,85,3,2200,970,13.63636364,44.09090909
36,1,B,"[0.9, 0.95)",28,15,2800,3080,53.57142857,110,8,2800,3750,28.57142857,133.9285714
37,1,B,"[0.95, 1.0)",14,5,1400,1170,35.71428571,83.57142857,1,1400,340,7.142857143,24.28571429
38,1,B,"[1.0, 1.05)",4,1,400,240,25,60,0,400,0,0,0
39,1,B,"[1.05, 1.1)",2,1,200,250,50,125,0,200,0,0,0
40,1,B,"[1.15, 1.2)",1,0,100,0,0,0,0,100,0,0,0
41,1,B,"[2.0, 100.0)",2,0,200,0,0,0,0,200,0,0,0
42,1,C,"[0.0, 0.25)",4,0,400,0,0,0,0,400,0,0,0
43,1,C,"[0.5, 0.75)",98,32,9800,6470,32.65306122,66.02040816,11,9800,8240,11.2244898,84.08163265
44,1,C,"[0.75, 0.8)",35,14,3500,3120,40,89.14285714,1,3500,780,2.857142857,22.28571429
45,1,C,"[0.8, 0.85)",34,10,3400,2030,29.41176471,59.70588235,2,3400,1110,5.882352941,32.64705882
46,1,C,"[0.85, 0.9)",29,15,2900,3480,51.72413793,120,5,2900,2580,17.24137931,88.96551724
47,1,C,"[0.9, 0.95)",35,17,3500,5470,48.57142857,156.2857143,9,3500,8070,25.71428571,230.5714286
48,1,C,"[0.95, 1.0)",19,6,1900,1710,31.57894737,90,3,1900,2090,15.78947368,110
49,1,C,"[1.0, 1.05)",14,2,1400,580,14.28571429,41.42857143,0,1400,0,0,0
50,1,C,"[1.05, 1.1)",6,2,600,740,33.33333333,123.3333333,1,600,1270,16.66666667,211.6666667
51,1,C,"[1.1, 1.15)",6,1,600,360,16.66666667,60,0,600,0,0,0
52,1,C,"[1.15, 1.2)",4,2,400,750,50,187.5,0,400,0,0,0
53,1,C,"[1.2, 1.4)",10,4,1000,1970,40,197,1,1000,1830,10,183
54,1,C,"[1.4, 1.6)",2,0,200,0,0,0,0,200,0,0,0
55,1,C,"[1.6, 1.8)",2,0,200,0,0,0,0,200,0,0,0
56,1,C,"[2.0, 100.0)",6,3,600,800,50,133.3333333,0,600,0,0,0
57,1,D,"[0.0, 0.25)",6,4,600,1070,66.66666667,178.3333333,3,600,1860,50,310
58,1,D,"[0.25, 0.5)",11,3,1100,1790,27.27272727,162.7272727,0,1100,0,0,0
59,1,D,"[0.5, 0.75)",146,48,14600,14470,32.87671233,99.10958904,15,14600,15790,10.2739726,108.1506849
60,1,D,"[0.75, 0.8)",46,10,4600,2580,21.73913043,56.08695652,2,4600,1150,4.347826087,25
61,1,D,"[0.8, 0.85)",42,6,4200,2160,14.28571429,51.42857143,0,4200,0,0,0
62,1,D,"[0.85, 0.9)",47,10,4700,3040,21.27659574,64.68085106,2,4700,1250,4.255319149,26.59574468
63,1,D,"[0.9, 0.95)",22,5,2200,1650,22.72727273,75,2,2200,1420,9.090909091,64.54545455
64,1,D,"[0.95, 1.0)",18,4,1800,1420,22.22222222,78.88888889,2,1800,1620,11.11111111,90
65,1,D,"[1.0, 1.05)",17,3,1700,1170,17.64705882,68.82352941,0,1700,0,0,0
66,1,D,"[1.05, 1.1)",11,1,1100,720,9.090909091,65.45454545,1,1100,2850,9.090909091,259.0909091
67,1,D,"[1.1, 1.15)",8,2,800,1320,25,165,0,800,0,0,0
68,1,D,"[1.15, 1.2)",8,2,800,550,25,68.75,1,800,650,12.5,81.25
69,1,D,"[1.2, 1.4)",10,2,1000,1260,20,126,0,1000,0,0,0
70,1,D,"[1.4, 1.6)",1,0,100,0,0,0,0,100,0,0,0
71,1,D,"[2.0, 100.0)",8,0,800,0,0,0,0,800,0,0,0
72,1,E,"[0.0, 0.25)",9,1,900,170,11.11111111,18.88888889,0,900,0,0,0
73,1,E,"[0.25, 0.5)",9,1,900,310,11.11111111,34.44444444,1,900,1810,11.11111111,201.1111111
74,1,E,"[0.5, 0.75)",103,19,10300,8960,18.44660194,86.99029126,7,10300,16000,6.796116505,155.3398058
75,1,E,"[0.75, 0.8)",48,12,4800,4800,25,100,4,4800,10650,8.333333333,221.875
76,1,E,"[0.8, 0.85)",64,13,6400,6270,20.3125,97.96875,2,6400,8000,3.125,125
77,1,E,"[0.85, 0.9)",43,8,4300,3110,18.60465116,72.3255814,3,4300,2690,6.976744186,62.55813953
78,1,E,"[0.9, 0.95)",56,8,5600,3190,14.28571429,56.96428571,3,5600,3720,5.357142857,66.42857143
79,1,E,"[0.95, 1.0)",39,7,3900,3000,17.94871795,76.92307692,2,3900,1750,5.128205128,44.87179487
80,1,E,"[1.0, 1.05)",36,7,3600,3440,19.44444444,95.55555556,4,3600,8790,11.11111111,244.1666667
81,1,E,"[1.05, 1.1)",27,4,2700,1900,14.81481481,70.37037037,0,2700,0,0,0
82,1,E,"[1.1, 1.15)",19,2,1900,1080,10.52631579,56.84210526,1,1900,2310,5.263157895,121.5789474
83,1,E,"[1.15, 1.2)",17,4,1700,3590,23.52941176,211.1764706,0,1700,0,0,0
84,1,E,"[1.2, 1.4)",32,5,3200,2890,15.625,90.3125,2,3200,4570,6.25,142.8125
85,1,E,"[1.4, 1.6)",10,1,1000,660,10,66,0,1000,0,0,0
86,1,E,"[1.6, 1.8)",3,0,300,0,0,0,0,300,0,0,0
87,1,E,"[2.0, 100.0)",9,1,900,310,11.11111111,34.44444444,1,900,950,11.11111111,105.5555556
88,1,F,"[0.0, 0.25)",26,2,2600,1250,7.692307692,48.07692308,0,2600,0,0,0
89,1,F,"[0.25, 0.5)",115,5,11500,8240,4.347826087,71.65217391,1,11500,12350,0.869565217,107.3913043
90,1,F,"[0.5, 0.75)",240,17,24000,16240,7.083333333,67.66666667,4,24000,26690,1.666666667,111.2083333
91,1,F,"[0.75, 0.8)",47,6,4700,4620,12.76595745,98.29787234,3,4700,9480,6.382978723,201.7021277
92,1,F,"[0.8, 0.85)",48,7,4800,4310,14.58333333,89.79166667,3,4800,7110,6.25,148.125
93,1,F,"[0.85, 0.9)",40,5,4000,5420,12.5,135.5,0,4000,0,0,0
94,1,F,"[0.9, 0.95)",30,6,3000,3250,20,108.3333333,1,3000,1810,3.333333333,60.33333333
95,1,F,"[0.95, 1.0)",26,2,2600,1110,7.692307692,42.69230769,1,2600,4940,3.846153846,190
96,1,F,"[1.0, 1.05)",24,2,2400,1220,8.333333333,50.83333333,1,2400,4880,4.166666667,203.3333333
97,1,F,"[1.05, 1.1)",30,2,3000,2850,6.666666667,95,1,3000,9910,3.333333333,330.3333333
98,1,F,"[1.1, 1.15)",11,1,1100,850,9.090909091,77.27272727,1,1100,2390,9.090909091,217.2727273
99,1,F,"[1.15, 1.2)",7,0,700,0,0,0,0,700,0,0,0
100,1,F,"[1.2, 1.4)",19,1,1900,680,5.263157895,35.78947368,0,1900,0,0,0
101,1,F,"[1.4, 1.6)",9,1,900,420,11.11111111,46.66666667,0,900,0,0,0
102,1,F,"[1.6, 1.8)",6,1,600,370,16.66666667,61.66666667,0,600,0,0,0
103,1,F,"[1.8, 2.0)",1,0,100,0,0,0,0,100,0,0,0
104,1,F,"[2.0, 100.0)",4,1,400,310,25,77.5,0,400,0,0,0
105,1,G,"[0.0, 0.25)",48,4,4800,7350,8.333333333,153.125,1,4800,10360,2.083333333,215.8333333
106,1,G,"[0.25, 0.5)",194,5,19400,12800,2.577319588,65.97938144,3,19400,46130,1.546391753,237.7835052
107,1,G,"[0.5, 0.75)",132,4,13200,3070,3.03030303,23.25757576,0,13200,0,0,0
108,1,G,"[0.75, 0.8)",19,0,1900,0,0,0,0,1900,0,0,0
109,1,G,"[0.8, 0.85)",18,2,1800,2470,11.11111111,137.2222222,0,1800,0,0,0
110,1,G,"[0.85, 0.9)",14,2,1400,3060,14.28571429,218.5714286,2,1400,11640,14.28571429,831.4285714
111,1,G,"[0.9, 0.95)",9,1,900,690,11.11111111,76.66666667,0,900,0,0,0
112,1,G,"[0.95, 1.0)",11,0,1100,0,0,0,0,1100,0,0,0
113,1,G,"[1.0, 1.05)",7,0,700,0,0,0,0,700,0,0,0
114,1,G,"[1.05, 1.1)",4,0,400,0,0,0,0,400,0,0,0
115,1,G,"[1.1, 1.15)",2,0,200,0,0,0,0,200,0,0,0
116,1,G,"[1.15, 1.2)",3,1,300,280,33.33333333,93.33333333,0,300,0,0,0
117,1,G,"[1.2, 1.4)",4,0,400,0,0,0,0,400,0,0,0
118,1,G,"[1.4, 1.6)",5,0,500,0,0,0,0,500,0,0,0
119,1,G,"[1.6, 1.8)",1,0,100,0,0,0,0,100,0,0,0
120,1,G,"[2.0, 100.0)",1,0,100,0,0,0,0,100,0,0,0
121,2,SSS,"[0.9, 0.95)",1,1,100,140,100,140,0,100,0,0,0
122,2,SSS,"[1.0, 1.05)",1,0,100,0,0,0,0,100,0,0,0
123,2,SS,"[0.75, 0.8)",1,0,100,0,0,0,0,100,0,0,0
124,2,SS,"[0.8, 0.85)",2,1,200,120,50,60,1,200,220,50,110
125,2,SS,"[0.9, 0.95)",3,1,300,170,33.33333333,56.66666667,1,300,360,33.33333333,120
126,2,S,"[0.5, 0.75)",10,6,1000,760,60,76,2,1000,630,20,63
127,2,S,"[0.75, 0.8)",13,9,1300,1270,69.23076923,97.69230769,5,1300,1790,38.46153846,137.6923077
128,2,S,"[0.8, 0.85)",4,4,400,450,100,112.5,2,400,360,50,90
129,2,S,"[0.85, 0.9)",17,14,1700,2130,82.35294118,125.2941176,5,1700,1500,29.41176471,88.23529412
130,2,S,"[0.9, 0.95)",10,5,1000,880,50,88,4,1000,1600,40,160
131,2,S,"[0.95, 1.0)",2,0,200,0,0,0,0,200,0,0,0
132,2,S,"[1.0, 1.05)",1,1,100,180,100,180,0,100,0,0,0
133,2,S,"[1.2, 1.4)",1,1,100,150,100,150,0,100,0,0,0
134,2,S,"[2.0, 100.0)",2,1,200,120,50,60,1,200,220,50,110
135,2,AA,"[0.5, 0.75)",3,3,300,390,100,130,1,300,300,33.33333333,100
136,2,AA,"[0.75, 0.8)",7,5,700,780,71.42857143,111.4285714,3,700,940,42.85714286,134.2857143
137,2,AA,"[0.8, 0.85)",3,1,300,160,33.33333333,53.33333333,0,300,0,0,0
138,2,AA,"[0.85, 0.9)",7,4,700,510,57.14285714,72.85714286,2,700,480,28.57142857,68.57142857
139,2,AA,"[0.9, 0.95)",3,1,300,190,33.33333333,63.33333333,0,300,0,0,0
140,2,AA,"[0.95, 1.0)",3,1,300,180,33.33333333,60,1,300,410,33.33333333,136.6666667
141,2,A,"[0.0, 0.25)",1,0,100,0,0,0,0,100,0,0,0
142,2,A,"[0.25, 0.5)",2,1,200,320,50,160,0,200,0,0,0
143,2,A,"[0.5, 0.75)",53,24,5300,3690,45.28301887,69.62264151,6,5300,1490,11.32075472,28.11320755
144,2,A,"[0.75, 0.8)",29,18,2900,2860,62.06896552,98.62068966,8,2900,3270,27.5862069,112.7586207
145,2,A,"[0.8, 0.85)",51,23,5100,3960,45.09803922,77.64705882,10,5100,3860,19.60784314,75.68627451
146,2,A,"[0.85, 0.9)",33,17,3300,2940,51.51515152,89.09090909,7,3300,3220,21.21212121,97.57575758
147,2,A,"[0.9, 0.95)",12,3,1200,560,25,46.66666667,1,1200,470,8.333333333,39.16666667
148,2,A,"[0.95, 1.0)",9,2,900,320,22.22222222,35.55555556,2,900,670,22.22222222,74.44444444
149,2,A,"[1.0, 1.05)",4,4,400,760,100,190,2,400,890,50,222.5
150,2,A,"[1.05, 1.1)",1,0,100,0,0,0,0,100,0,0,0
151,2,A,"[1.1, 1.15)",1,0,100,0,0,0,0,100,0,0,0
152,2,A,"[1.15, 1.2)",2,0,200,0,0,0,0,200,0,0,0
153,2,A,"[1.4, 1.6)",1,0,100,0,0,0,0,100,0,0,0
154,2,A,"[1.8, 2.0)",1,1,100,120,100,120,1,100,250,100,250
155,2,A,"[2.0, 100.0)",8,4,800,650,50,81.25,1,800,290,12.5,36.25
156,2,B,"[0.0, 0.25)",8,5,800,1020,62.5,127.5,1,800,1360,12.5,170
157,2,B,"[0.25, 0.5)",2,0,200,0,0,0,0,200,0,0,0
158,2,B,"[0.5, 0.75)",69,31,6900,5730,44.92753623,83.04347826,10,6900,6170,14.49275362,89.42028986
159,2,B,"[0.75, 0.8)",38,15,3800,3390,39.47368421,89.21052632,6,3800,4200,15.78947368,110.5263158
160,2,B,"[0.8, 0.85)",64,35,6400,6160,54.6875,96.25,11,6400,5350,17.1875,83.59375
161,2,B,"[0.85, 0.9)",72,38,7200,7330,52.77777778,101.8055556,16,7200,8140,22.22222222,113.0555556
162,2,B,"[0.9, 0.95)",32,15,3200,2850,46.875,89.0625,7,3200,3380,21.875,105.625
163,2,B,"[0.95, 1.0)",22,9,2200,1840,40.90909091,83.63636364,2,2200,890,9.090909091,40.45454545
164,2,B,"[1.0, 1.05)",9,2,900,450,22.22222222,50,1,900,480,11.11111111,53.33333333
165,2,B,"[1.05, 1.1)",6,4,600,990,66.66666667,165,0,600,0,0,0
166,2,B,"[1.1, 1.15)",3,2,300,510,66.66666667,170,0,300,0,0,0
167,2,B,"[1.15, 1.2)",1,0,100,0,0,0,0,100,0,0,0
168,2,B,"[1.2, 1.4)",3,2,300,500,66.66666667,166.6666667,1,300,550,33.33333333,183.3333333
169,2,B,"[1.8, 2.0)",1,1,100,170,100,170,0,100,0,0,0
170,2,B,"[2.0, 100.0)",6,2,600,340,33.33333333,56.66666667,0,600,0,0,0
171,2,C,"[0.0, 0.25)",5,2,500,470,40,94,0,500,0,0,0
172,2,C,"[0.25, 0.5)",5,2,500,510,40,102,0,500,0,0,0
173,2,C,"[0.5, 0.75)",138,53,13800,10290,38.4057971,74.56521739,14,13800,7630,10.14492754,55.28985507
174,2,C,"[0.75, 0.8)",95,34,9500,7230,35.78947368,76.10526316,11,9500,6120,11.57894737,64.42105263
175,2,C,"[0.8, 0.85)",61,18,6100,3980,29.50819672,65.24590164,6,6100,3580,9.836065574,58.68852459
176,2,C,"[0.85, 0.9)",45,10,4500,2020,22.22222222,44.88888889,4,4500,1950,8.888888889,43.33333333
177,2,C,"[0.9, 0.95)",44,15,4400,3720,34.09090909,84.54545455,4,4400,3270,9.090909091,74.31818182
178,2,C,"[0.95, 1.0)",27,7,2700,1560,25.92592593,57.77777778,4,2700,2660,14.81481481,98.51851852
179,2,C,"[1.0, 1.05)",18,2,1800,520,11.11111111,28.88888889,0,1800,0,0,0
180,2,C,"[1.05, 1.1)",3,0,300,0,0,0,0,300,0,0,0
181,2,C,"[1.1, 1.15)",12,2,1200,780,16.66666667,65,1,1200,1010,8.333333333,84.16666667
182,2,C,"[1.15, 1.2)",2,0,200,0,0,0,0,200,0,0,0
183,2,C,"[1.2, 1.4)",8,2,800,980,25,122.5,0,800,0,0,0
184,2,C,"[1.4, 1.6)",2,0,200,0,0,0,0,200,0,0,0
185,2,C,"[1.6, 1.8)",2,1,200,740,50,370,0,200,0,0,0
186,2,C,"[1.8, 2.0)",1,0,100,0,0,0,0,100,0,0,0
187,2,C,"[2.0, 100.0)",9,2,900,340,22.22222222,37.77777778,1,900,580,11.11111111,64.44444444
188,2,D,"[0.0, 0.25)",5,0,500,0,0,0,0,500,0,0,0
189,2,D,"[0.25, 0.5)",13,3,1300,670,23.07692308,51.53846154,2,1300,1590,15.38461538,122.3076923
190,2,D,"[0.5, 0.75)",182,51,18200,11460,28.02197802,62.96703297,19,18200,14430,10.43956044,79.28571429
191,2,D,"[0.75, 0.8)",84,18,8400,4620,21.42857143,55,7,8400,7520,8.333333333,89.52380952
192,2,D,"[0.8, 0.85)",54,13,5400,4590,24.07407407,85,3,5400,3190,5.555555556,59.07407407
193,2,D,"[0.85, 0.9)",63,13,6300,3800,20.63492063,60.31746032,8,6300,6240,12.6984127,99.04761905
194,2,D,"[0.9, 0.95)",31,4,3100,1850,12.90322581,59.67741935,1,3100,1010,3.225806452,32.58064516
195,2,D,"[0.95, 1.0)",29,6,2900,2670,20.68965517,92.06896552,3,2900,5010,10.34482759,172.7586207
196,2,D,"[1.0, 1.05)",14,3,1400,790,21.42857143,56.42857143,2,1400,1710,14.28571429,122.1428571
197,2,D,"[1.05, 1.1)",14,1,1400,440,7.142857143,31.42857143,1,1400,1360,7.142857143,97.14285714
198,2,D,"[1.1, 1.15)",12,2,1200,1350,16.66666667,112.5,0,1200,0,0,0
199,2,D,"[1.15, 1.2)",7,1,700,680,14.28571429,97.14285714,0,700,0,0,0
200,2,D,"[1.2, 1.4)",25,5,2500,3770,20,150.8,1,2500,1730,4,69.2
201,2,D,"[1.4, 1.6)",2,0,200,0,0,0,0,200,0,0,0
202,2,D,"[1.6, 1.8)",3,2,300,660,66.66666667,220,1,300,680,33.33333333,226.6666667
203,2,D,"[2.0, 100.0)",10,2,1000,380,20,38,2,1000,860,20,86
204,2,E,"[0.0, 0.25)",24,3,2400,1300,12.5,54.16666667,1,2400,1970,4.166666667,82.08333333
205,2,E,"[0.25, 0.5)",18,1,1800,710,5.555555556,39.44444444,0,1800,0,0,0
206,2,E,"[0.5, 0.75)",137,20,13700,9230,14.59854015,67.37226277,4,13700,2370,2.919708029,17.29927007
207,2,E,"[0.75, 0.8)",53,10,5300,4250,18.86792453,80.18867925,2,5300,1130,3.773584906,21.32075472
208,2,E,"[0.8, 0.85)",75,14,7500,6450,18.66666667,86,4,7500,12110,5.333333333,161.4666667
209,2,E,"[0.85, 0.9)",55,8,5500,3430,14.54545455,62.36363636,2,5500,1180,3.636363636,21.45454545
210,2,E,"[0.9, 0.95)",67,14,6700,6380,20.89552239,95.2238806,2,6700,2140,2.985074627,31.94029851
211,2,E,"[0.95, 1.0)",69,11,6900,5930,15.94202899,85.94202899,4,6900,6350,5.797101449,92.02898551
212,2,E,"[1.0, 1.05)",48,7,4800,3380,14.58333333,70.41666667,2,4800,2090,4.166666667,43.54166667
213,2,E,"[1.05, 1.1)",44,4,4400,1500,9.090909091,34.09090909,2,4400,1940,4.545454545,44.09090909
214,2,E,"[1.1, 1.15)",26,2,2600,790,7.692307692,30.38461538,0,2600,0,0,0
215,2,E,"[1.15, 1.2)",38,8,3800,4480,21.05263158,117.8947368,0,3800,0,0,0
216,2,E,"[1.2, 1.4)",62,10,6200,8280,16.12903226,133.5483871,3,6200,4340,4.838709677,70
217,2,E,"[1.4, 1.6)",12,1,1200,740,8.333333333,61.66666667,0,1200,0,0,0
218,2,E,"[1.6, 1.8)",9,2,900,1650,22.22222222,183.3333333,2,900,5630,22.22222222,625.5555556
219,2,E,"[1.8, 2.0)",5,0,500,0,0,0,0,500,0,0,0
220,2,E,"[2.0, 100.0)",6,1,600,550,16.66666667,91.66666667,0,600,0,0,0
221,2,F,"[0.0, 0.25)",26,0,2600,0,0,0,0,2600,0,0,0
222,2,F,"[0.25, 0.5)",163,9,16300,16500,5.521472393,101.2269939,0,16300,0,0,0
223,2,F,"[0.5, 0.75)",351,38,35100,33590,10.82621083,95.6980057,8,35100,33550,2.279202279,95.58404558
224,2,F,"[0.75, 0.8)",85,9,8500,6970,10.58823529,82,5,8500,14400,5.882352941,169.4117647
225,2,F,"[0.8, 0.85)",73,3,7300,920,4.109589041,12.60273973,2,7300,2980,2.739726027,40.82191781
226,2,F,"[0.85, 0.9)",52,11,5200,10800,21.15384615,207.6923077,3,5200,2310,5.769230769,44.42307692
227,2,F,"[0.9, 0.95)",59,6,5900,3730,10.16949153,63.22033898,1,5900,500,1.694915254,8.474576271
228,2,F,"[0.95, 1.0)",51,3,5100,710,5.882352941,13.92156863,2,5100,1430,3.921568627,28.03921569
229,2,F,"[1.0, 1.05)",30,4,3000,2670,13.33333333,89,2,3000,8750,6.666666667,291.6666667
230,2,F,"[1.05, 1.1)",36,3,3600,1560,8.333333333,43.33333333,1,3600,960,2.777777778,26.66666667
231,2,F,"[1.1, 1.15)",24,1,2400,400,4.166666667,16.66666667,0,2400,0,0,0
232,2,F,"[1.15, 1.2)",25,1,2500,980,4,39.2,0,2500,0,0,0
233,2,F,"[1.2, 1.4)",23,1,2300,1300,4.347826087,56.52173913,0,2300,0,0,0
234,2,F,"[1.4, 1.6)",5,0,500,0,0,0,0,500,0,0,0
235,2,F,"[1.6, 1.8)",4,1,400,210,25,52.5,1,400,550,25,137.5
236,2,F,"[1.8, 2.0)",1,0,100,0,0,0,0,100,0,0,0
237,2,F,"[2.0, 100.0)",4,1,400,310,25,77.5,1,400,1010,25,252.5
238,2,G,"[0.0, 0.25)",84,3,8400,9740,3.571428571,115.952381,0,8400,0,0,0
239,2,G,"[0.25, 0.5)",255,12,25500,23780,4.705882353,93.25490196,4,25500,30340,1.568627451,118.9803922
240,2,G,"[0.5, 0.75)",176,9,17600,16730,5.113636364,95.05681818,0,17600,0,0,0
241,2,G,"[0.75, 0.8)",31,0,3100,0,0,0,0,3100,0,0,0
242,2,G,"[0.8, 0.85)",17,1,1700,7260,5.882352941,427.0588235,0,1700,0,0,0
243,2,G,"[0.85, 0.9)",22,1,2200,580,4.545454545,26.36363636,0,2200,0,0,0
