index,RPT,総合ランク,Web_複勝期待値_レンジ,試行回数,複勝的中数,複勝投資額,複勝払戻額,複勝的中率(%),複勝回収率(%),単勝的中数,単勝投資額,単勝払戻額,単勝的中率(%),単勝回収率(%)
244,2,G,"[0.9, 0.95)",15,0,1500,0,0,0,0,1500,0,0,0
245,2,G,"[0.95, 1.0)",17,0,1700,0,0,0,0,1700,0,0,0
246,2,G,"[1.0, 1.05)",13,1,1300,320,7.692307692,24.61538462,1,1300,720,7.692307692,55.38461538
247,2,G,"[1.05, 1.1)",10,0,1000,0,0,0,0,1000,0,0,0
248,2,G,"[1.1, 1.15)",13,0,1300,0,0,0,0,1300,0,0,0
249,2,G,"[1.15, 1.2)",4,0,400,0,0,0,0,400,0,0,0
250,2,G,"[1.2, 1.4)",10,0,1000,0,0,0,0,1000,0,0,0
251,2,G,"[1.4, 1.6)",8,0,800,0,0,0,0,800,0,0,0
252,2,G,"[1.6, 1.8)",2,0,200,0,0,0,0,200,0,0,0
253,2,G,"[2.0, 100.0)",1,0,100,0,0,0,0,100,0,0,0
254,3,SSS,"[0.75, 0.8)",3,3,300,330,100,110,1,300,160,33.33333333,53.33333333
255,3,SSS,"[0.85, 0.9)",2,2,200,200,100,100,2,200,240,100,120
256,3,SSS,"[0.95, 1.0)",4,3,400,330,75,82.5,3,400,400,75,100
257,3,SS,"[0.8, 0.85)",3,3,300,330,100,110,2,300,330,66.66666667,110
258,3,SS,"[0.9, 0.95)",2,1,200,100,50,50,1,200,120,50,60
259,3,SS,"[1.0, 1.05)",2,1,200,150,50,75,0,200,0,0,0
260,3,S,"[0.0, 0.25)",1,0,100,0,0,0,0,100,0,0,0
261,3,S,"[0.5, 0.75)",9,4,900,510,44.44444444,56.66666667,2,900,640,22.22222222,71.11111111
262,3,S,"[0.75, 0.8)",15,10,1500,1300,66.66666667,86.66666667,6,1500,1420,40,94.66666667
263,3,S,"[0.8, 0.85)",10,9,1000,990,90,99,5,1000,920,50,92
264,3,S,"[0.85, 0.9)",8,5,800,830,62.5,103.75,1,800,360,12.5,45
265,3,S,"[0.9, 0.95)",3,1,300,120,33.33333333,40,0,300,0,0,0
266,3,S,"[0.95, 1.0)",3,3,300,430,100,143.3333333,3,300,750,100,250
267,3,S,"[1.15, 1.2)",1,1,100,160,100,160,1,100,370,100,370
268,3,S,"[2.0, 100.0)",2,2,200,290,100,145,2,200,610,100,305
269,3,AA,"[0.5, 0.75)",4,1,400,150,25,37.5,1,400,300,25,75
270,3,AA,"[0.75, 0.8)",2,1,200,140,50,70,0,200,0,0,0
271,3,AA,"[0.8, 0.85)",1,1,100,190,100,190,0,100,0,0,0
272,3,AA,"[0.85, 0.9)",4,2,400,230,50,57.5,2,400,370,50,92.5
273,3,AA,"[0.9, 0.95)",2,2,200,270,100,135,1,200,280,50,140
274,3,A,"[0.0, 0.25)",2,0,200,0,0,0,0,200,0,0,0
275,3,A,"[0.25, 0.5)",3,2,300,310,66.66666667,103.3333333,1,300,720,33.33333333,240
276,3,A,"[0.5, 0.75)",27,12,2700,1700,44.44444444,62.96296296,6,2700,2060,22.22222222,76.2962963
277,3,A,"[0.75, 0.8)",16,6,1600,910,37.5,56.875,1,1600,320,6.25,20
278,3,A,"[0.8, 0.85)",12,7,1200,1030,58.33333333,85.83333333,3,1200,1010,25,84.16666667
279,3,A,"[0.85, 0.9)",20,10,2000,1700,50,85,5,2000,1700,25,85
280,3,A,"[0.9, 0.95)",8,6,800,810,75,101.25,5,800,1160,62.5,145
281,3,A,"[0.95, 1.0)",5,3,500,470,60,94,1,500,190,20,38
282,3,A,"[1.4, 1.6)",1,1,100,110,100,110,0,100,0,0,0
283,3,A,"[2.0, 100.0)",1,0,100,0,0,0,0,100,0,0,0
284,3,B,"[0.0, 0.25)",2,0,200,0,0,0,0,200,0,0,0
285,3,B,"[0.25, 0.5)",3,1,300,1300,33.33333333,433.3333333,0,300,0,0,0
286,3,B,"[0.5, 0.75)",44,19,4400,3990,43.18181818,90.68181818,1,4400,420,2.272727273,9.545454545
287,3,B,"[0.75, 0.8)",17,5,1700,720,29.41176471,42.35294118,2,1700,470,11.76470588,27.64705882
288,3,B,"[0.8, 0.85)",17,9,1700,1810,52.94117647,106.4705882,4,1700,1690,23.52941176,99.41176471
289,3,B,"[0.85, 0.9)",17,9,1700,1770,52.94117647,104.1176471,4,1700,2380,23.52941176,140
290,3,B,"[0.9, 0.95)",10,1,1000,170,10,17,1,1000,410,10,41
291,3,B,"[0.95, 1.0)",5,2,500,460,40,92,1,500,690,20,138
292,3,B,"[1.0, 1.05)",4,2,400,420,50,105,1,400,410,25,102.5
293,3,B,"[1.05, 1.1)",2,0,200,0,0,0,0,200,0,0,0
294,3,B,"[1.1, 1.15)",1,0,100,0,0,0,0,100,0,0,0
295,3,B,"[1.2, 1.4)",1,0,100,0,0,0,0,100,0,0,0
296,3,B,"[1.6, 1.8)",2,0,200,0,0,0,0,200,0,0,0
297,3,C,"[0.25, 0.5)",4,1,400,200,25,50,0,400,0,0,0
298,3,C,"[0.5, 0.75)",78,25,7800,5640,32.05128205,72.30769231,6,7800,4400,7.692307692,56.41025641
299,3,C,"[0.75, 0.8)",30,9,3000,1860,30,62,2,3000,1020,6.666666667,34
300,3,C,"[0.8, 0.85)",13,7,1300,1800,53.84615385,138.4615385,4,1300,3130,30.76923077,240.7692308
301,3,C,"[0.85, 0.9)",12,5,1200,1260,41.66666667,105,1,1200,1470,8.333333333,122.5
302,3,C,"[0.9, 0.95)",9,4,900,960,44.44444444,106.6666667,1,900,570,11.11111111,63.33333333
303,3,C,"[0.95, 1.0)",4,1,400,310,25,77.5,0,400,0,0,0
304,3,C,"[1.0, 1.05)",4,2,400,630,50,157.5,0,400,0,0,0
305,3,C,"[1.05, 1.1)",2,0,200,0,0,0,0,200,0,0,0
306,3,C,"[1.1, 1.15)",4,1,400,390,25,97.5,0,400,0,0,0
307,3,C,"[1.2, 1.4)",4,2,400,1170,50,292.5,1,400,1440,25,360
308,3,C,"[2.0, 100.0)",3,2,300,430,66.66666667,143.3333333,0,300,0,0,0
309,3,D,"[0.0, 0.25)",3,2,300,650,66.66666667,216.6666667,0,300,0,0,0
310,3,D,"[0.25, 0.5)",16,2,1600,1810,12.5,113.125,0,1600,0,0,0
311,3,D,"[0.5, 0.75)",139,35,13900,9520,25.17985612,68.48920863,8,13900,7980,5.755395683,57.41007194
312,3,D,"[0.75, 0.8)",37,11,3700,2880,29.72972973,77.83783784,4,3700,7030,10.81081081,190
313,3,D,"[0.8, 0.85)",24,5,2400,2090,20.83333333,87.08333333,1,2400,1270,4.166666667,52.91666667
314,3,D,"[0.85, 0.9)",16,3,1600,940,18.75,58.75,3,1600,3000,18.75,187.5
315,3,D,"[0.9, 0.95)",20,8,2000,3340,40,167,1,2000,950,5,47.5
316,3,D,"[0.95, 1.0)",11,2,1100,790,18.18181818,71.81818182,0,1100,0,0,0
317,3,D,"[1.0, 1.05)",6,1,600,430,16.66666667,71.66666667,1,600,1590,16.66666667,265
318,3,D,"[1.05, 1.1)",6,2,600,980,33.33333333,163.3333333,0,600,0,0,0
319,3,D,"[1.1, 1.15)",4,0,400,0,0,0,0,400,0,0,0
320,3,D,"[1.15, 1.2)",4,1,400,490,25,122.5,0,400,0,0,0
321,3,D,"[1.2, 1.4)",3,1,300,190,33.33333333,63.33333333,1,300,900,33.33333333,300
322,3,D,"[1.4, 1.6)",1,0,100,0,0,0,0,100,0,0,0
323,3,D,"[1.8, 2.0)",1,0,100,0,0,0,0,100,0,0,0
324,3,D,"[2.0, 100.0)",1,0,100,0,0,0,0,100,0,0,0
325,3,E,"[0.0, 0.25)",7,1,700,510,14.28571429,72.85714286,1,700,2260,14.28571429,322.8571429
326,3,E,"[0.25, 0.5)",22,2,2200,2530,9.090909091,115,1,2200,5570,4.545454545,253.1818182
327,3,E,"[0.5, 0.75)",135,21,13500,8540,15.55555556,63.25925926,6,13500,13860,4.444444444,102.6666667
328,3,E,"[0.75, 0.8)",42,10,4200,3830,23.80952381,91.19047619,1,4200,1090,2.380952381,25.95238095
329,3,E,"[0.8, 0.85)",49,12,4900,3340,24.48979592,68.16326531,3,4900,2950,6.12244898,60.20408163
330,3,E,"[0.85, 0.9)",41,8,4100,5050,19.51219512,123.1707317,2,4100,2520,4.87804878,61.46341463
331,3,E,"[0.9, 0.95)",25,5,2500,2490,20,99.6,2,2500,4260,8,170.4
332,3,E,"[0.95, 1.0)",25,3,2500,1240,12,49.6,0,2500,0,0,0
333,3,E,"[1.0, 1.05)",17,0,1700,0,0,0,0,1700,0,0,0
334,3,E,"[1.05, 1.1)",11,1,1100,440,9.090909091,40,0,1100,0,0,0
335,3,E,"[1.1, 1.15)",14,2,1400,2170,14.28571429,155,0,1400,0,0,0
336,3,E,"[1.15, 1.2)",5,0,500,0,0,0,0,500,0,0,0
337,3,E,"[1.2, 1.4)",21,3,2100,2050,14.28571429,97.61904762,1,2100,2520,4.761904762,120
338,3,E,"[1.6, 1.8)",2,0,200,0,0,0,0,200,0,0,0
339,3,E,"[2.0, 100.0)",4,0,400,0,0,0,0,400,0,0,0
340,3,F,"[0.0, 0.25)",26,1,2600,1670,3.846153846,64.23076923,0,2600,0,0,0
341,3,F,"[0.25, 0.5)",130,7,13000,6200,5.384615385,47.69230769,1,13000,430,0.769230769,3.307692308
342,3,F,"[0.5, 0.75)",156,20,15600,12280,12.82051282,78.71794872,5,15600,11080,3.205128205,71.02564103
343,3,F,"[0.75, 0.8)",34,3,3400,2540,8.823529412,74.70588235,2,3400,11490,5.882352941,337.9411765
344,3,F,"[0.8, 0.85)",31,6,3100,2190,19.35483871,70.64516129,1,3100,550,3.225806452,17.74193548
345,3,F,"[0.85, 0.9)",20,2,2000,1340,10,67,1,2000,2850,5,142.5
346,3,F,"[0.9, 0.95)",16,1,1600,640,6.25,40,0,1600,0,0,0
347,3,F,"[0.95, 1.0)",12,4,1200,2590,33.33333333,215.8333333,1,1200,600,8.333333333,50
348,3,F,"[1.0, 1.05)",13,3,1300,1750,23.07692308,134.6153846,1,1300,660,7.692307692,50.76923077
349,3,F,"[1.05, 1.1)",11,1,1100,410,9.090909091,37.27272727,0,1100,0,0,0
350,3,F,"[1.1, 1.15)",2,0,200,0,0,0,0,200,0,0,0
351,3,F,"[1.15, 1.2)",2,0,200,0,0,0,0,200,0,0,0
352,3,F,"[1.2, 1.4)",6,0,600,0,0,0,0,600,0,0,0
353,3,F,"[1.4, 1.6)",3,0,300,0,0,0,0,300,0,0,0
354,3,G,"[0.0, 0.25)",58,3,5800,2700,5.172413793,46.55172414,3,5800,16240,5.172413793,280
355,3,G,"[0.25, 0.5)",137,1,13700,1370,0.729927007,10,0,13700,0,0,0
356,3,G,"[0.5, 0.75)",63,3,6300,1350,4.761904762,21.42857143,1,6300,1860,1.587301587,29.52380952
357,3,G,"[0.75, 0.8)",7,0,700,0,0,0,0,700,0,0,0
358,3,G,"[0.8, 0.85)",14,2,1400,1520,14.28571429,108.5714286,0,1400,0,0,0
359,3,G,"[0.85, 0.9)",3,0,300,0,0,0,0,300,0,0,0
360,3,G,"[0.9, 0.95)",4,0,400,0,0,0,0,400,0,0,0
361,3,G,"[0.95, 1.0)",2,0,200,0,0,0,0,200,0,0,0
362,3,G,"[1.0, 1.05)",1,0,100,0,0,0,0,100,0,0,0
363,3,G,"[1.05, 1.1)",6,0,600,0,0,0,0,600,0,0,0
364,3,G,"[1.1, 1.15)",3,1,300,280,33.33333333,93.33333333,0,300,0,0,0
365,3,G,"[1.2, 1.4)",4,0,400,0,0,0,0,400,0,0,0
366,3,G,"[1.4, 1.6)",2,0,200,0,0,0,0,200,0,0,0
367,3,G,"[2.0, 100.0)",1,0,100,0,0,0,0,100,0,0,0
368,4,SSS,"[0.75, 0.8)",1,1,100,110,100,110,0,100,0,0,0
369,4,SSS,"[0.85, 0.9)",1,1,100,100,100,100,1,100,120,100,120
370,4,SSS,"[0.95, 1.0)",1,1,100,110,100,110,1,100,130,100,130
371,4,SS,"[0.8, 0.85)",1,0,100,0,0,0,0,100,0,0,0
372,4,SS,"[1.15, 1.2)",1,0,100,0,0,0,0,100,0,0,0
373,4,S,"[0.5, 0.75)",10,7,1000,910,70,91,4,1000,1160,40,116
374,4,S,"[0.75, 0.8)",7,3,700,410,42.85714286,58.57142857,2,700,700,28.57142857,100
375,4,S,"[0.8, 0.85)",6,2,600,260,33.33333333,43.33333333,1,600,180,16.66666667,30
376,4,S,"[0.85, 0.9)",7,3,700,450,42.85714286,64.28571429,2,700,670,28.57142857,95.71428571
377,4,S,"[0.9, 0.95)",3,3,300,450,100,150,2,300,470,66.66666667,156.6666667
378,4,S,"[0.95, 1.0)",2,1,200,170,50,85,1,200,380,50,190
379,4,S,"[2.0, 100.0)",1,1,100,140,100,140,1,100,320,100,320
380,4,AA,"[0.5, 0.75)",4,2,400,390,50,97.5,0,400,0,0,0
381,4,AA,"[0.75, 0.8)",8,5,800,720,62.5,90,3,800,1060,37.5,132.5
382,4,AA,"[0.8, 0.85)",3,2,300,310,66.66666667,103.3333333,2,300,710,66.66666667,236.6666667
383,4,AA,"[0.85, 0.9)",7,4,700,550,57.14285714,78.57142857,3,700,940,42.85714286,134.2857143
384,4,AA,"[0.9, 0.95)",2,2,200,340,100,170,1,200,690,50,345
385,4,AA,"[0.95, 1.0)",1,0,100,0,0,0,0,100,0,0,0
386,4,A,"[0.25, 0.5)",1,0,100,0,0,0,0,100,0,0,0
387,4,A,"[0.5, 0.75)",31,13,3100,2070,41.93548387,66.77419355,3,3100,1230,9.677419355,39.67741935
388,4,A,"[0.75, 0.8)",31,15,3100,2460,48.38709677,79.35483871,7,3100,3430,22.58064516,110.6451613
389,4,A,"[0.8, 0.85)",36,22,3600,3310,61.11111111,91.94444444,4,3600,1350,11.11111111,37.5
390,4,A,"[0.85, 0.9)",19,11,1900,1940,57.89473684,102.1052632,5,1900,2340,26.31578947,123.1578947
391,4,A,"[0.9, 0.95)",5,4,500,610,80,122,2,500,340,40,68
392,4,A,"[0.95, 1.0)",1,0,100,0,0,0,0,100,0,0,0
393,4,A,"[1.0, 1.05)",2,1,200,220,50,110,0,200,0,0,0
394,4,A,"[1.2, 1.4)",1,0,100,0,0,0,0,100,0,0,0
395,4,A,"[2.0, 100.0)",3,3,300,450,100,150,1,300,350,33.33333333,116.6666667
396,4,B,"[0.0, 0.25)",1,0,100,0,0,0,0,100,0,0,0
397,4,B,"[0.25, 0.5)",2,0,200,0,0,0,0,200,0,0,0
398,4,B,"[0.5, 0.75)",46,15,4600,2800,32.60869565,60.86956522,5,4600,2730,10.86956522,59.34782609
399,4,B,"[0.75, 0.8)",34,21,3400,3660,61.76470588,107.6470588,8,3400,4170,23.52941176,122.6470588
400,4,B,"[0.8, 0.85)",22,8,2200,1360,36.36363636,61.81818182,3,2200,1390,13.63636364,63.18181818
401,4,B,"[0.85, 0.9)",34,13,3400,2270,38.23529412,66.76470588,5,3400,2570,14.70588235,75.58823529
402,4,B,"[0.9, 0.95)",17,5,1700,890,29.41176471,52.35294118,3,1700,1330,17.64705882,78.23529412
403,4,B,"[0.95, 1.0)",8,4,800,770,50,96.25,1,800,190,12.5,23.75
404,4,B,"[1.0, 1.05)",2,1,200,280,50,140,1,200,680,50,340
405,4,B,"[1.1, 1.15)",1,0,100,0,0,0,0,100,0,0,0
406,4,B,"[2.0, 100.0)",2,2,200,280,100,140,2,200,810,100,405
407,4,C,"[0.0, 0.25)",1,0,100,0,0,0,0,100,0,0,0
408,4,C,"[0.25, 0.5)",1,1,100,170,100,170,0,100,0,0,0
409,4,C,"[0.5, 0.75)",86,37,8600,7130,43.02325581,82.90697674,9,8600,4870,10.46511628,56.62790698
410,4,C,"[0.75, 0.8)",40,11,4000,2350,27.5,58.75,5,4000,2920,12.5,73
411,4,C,"[0.8, 0.85)",30,15,3000,3140,50,104.6666667,8,3000,4520,26.66666667,150.6666667
412,4,C,"[0.85, 0.9)",19,10,1900,2260,52.63157895,118.9473684,4,1900,3390,21.05263158,178.4210526
413,4,C,"[0.9, 0.95)",19,7,1900,2040,36.84210526,107.3684211,1,1900,920,5.263157895,48.42105263
414,4,C,"[0.95, 1.0)",8,4,800,920,50,115,3,800,1350,37.5,168.75
415,4,C,"[1.0, 1.05)",13,3,1300,900,23.07692308,69.23076923,1,1300,1450,7.692307692,111.5384615
416,4,C,"[1.05, 1.1)",3,0,300,0,0,0,0,300,0,0,0
417,4,C,"[1.1, 1.15)",1,0,100,0,0,0,0,100,0,0,0
418,4,C,"[1.15, 1.2)",3,1,300,440,33.33333333,146.6666667,1,300,1910,33.33333333,636.6666667
419,4,C,"[1.2, 1.4)",3,0,300,0,0,0,0,300,0,0,0
420,4,C,"[1.4, 1.6)",1,0,100,0,0,0,0,100,0,0,0
421,4,C,"[1.8, 2.0)",1,0,100,0,0,0,0,100,0,0,0
422,4,C,"[2.0, 100.0)",3,0,300,0,0,0,0,300,0,0,0
423,4,D,"[0.0, 0.25)",2,1,200,170,50,85,0,200,0,0,0
424,4,D,"[0.25, 0.5)",3,0,300,0,0,0,0,300,0,0,0
425,4,D,"[0.5, 0.75)",103,28,10300,7240,27.18446602,70.29126214,11,10300,9640,10.67961165,93.59223301
426,4,D,"[0.75, 0.8)",38,10,3800,2700,26.31578947,71.05263158,2,3800,1020,5.263157895,26.84210526
427,4,D,"[0.8, 0.85)",26,12,2600,4850,46.15384615,186.5384615,5,2600,7450,19.23076923,286.5384615
428,4,D,"[0.85, 0.9)",23,5,2300,1720,21.73913043,74.7826087,0,2300,0,0,0
429,4,D,"[0.9, 0.95)",13,2,1300,1250,15.38461538,96.15384615,0,1300,0,0,0
430,4,D,"[0.95, 1.0)",4,1,400,300,25,75,0,400,0,0,0
431,4,D,"[1.0, 1.05)",10,1,1000,280,10,28,0,1000,0,0,0
432,4,D,"[1.05, 1.1)",7,0,700,0,0,0,0,700,0,0,0
433,4,D,"[1.1, 1.15)",1,0,100,0,0,0,0,100,0,0,0
434,4,D,"[1.15, 1.2)",4,0,400,0,0,0,0,400,0,0,0
435,4,D,"[1.2, 1.4)",3,0,300,0,0,0,0,300,0,0,0
436,4,D,"[1.4, 1.6)",2,0,200,0,0,0,0,200,0,0,0
437,4,D,"[1.6, 1.8)",1,0,100,0,0,0,0,100,0,0,0
438,4,D,"[2.0, 100.0)",1,0,100,0,0,0,0,100,0,0,0
439,4,E,"[0.0, 0.25)",2,0,200,0,0,0,0,200,0,0,0
440,4,E,"[0.25, 0.5)",15,1,1500,940,6.666666667,62.66666667,0,1500,0,0,0
441,4,E,"[0.5, 0.75)",104,14,10400,4970,13.46153846,47.78846154,3,10400,7000,2.884615385,67.30769231
442,4,E,"[0.75, 0.8)",43,7,4300,2240,16.27906977,52.09302326,1,4300,1210,2.325581395,28.13953488
443,4,E,"[0.8, 0.85)",49,11,4900,4170,22.44897959,85.10204082,3,4900,9100,6.12244898,185.7142857
444,4,E,"[0.85, 0.9)",34,5,3400,1600,14.70588235,47.05882353,3,3400,1770,8.823529412,52.05882353
445,4,E,"[0.9, 0.95)",38,10,3800,4910,26.31578947,129.2105263,1,3800,2050,2.631578947,53.94736842
446,4,E,"[0.95, 1.0)",26,5,2600,2360,19.23076923,90.76923077,1,2600,1240,3.846153846,47.69230769
447,4,E,"[1.0, 1.05)",15,2,1500,800,13.33333333,53.33333333,1,1500,910,6.666666667,60.66666667
448,4,E,"[1.05, 1.1)",14,4,1400,1850,28.57142857,132.1428571,1,1400,1910,7.142857143,136.4285714
449,4,E,"[1.1, 1.15)",16,0,1600,0,0,0,0,1600,0,0,0
450,4,E,"[1.15, 1.2)",14,0,1400,0,0,0,0,1400,0,0,0
451,4,E,"[1.2, 1.4)",25,3,2500,1540,12,61.6,3,2500,4730,12,189.2
452,4,E,"[1.4, 1.6)",13,1,1300,2870,7.692307692,220.7692308,0,1300,0,0,0
453,4,E,"[1.6, 1.8)",2,0,200,0,0,0,0,200,0,0,0
454,4,E,"[2.0, 100.0)",3,0,300,0,0,0,0,300,0,0,0
455,4,F,"[0.0, 0.25)",17,1,1700,470,5.882352941,27.64705882,0,1700,0,0,0
456,4,F,"[0.25, 0.5)",107,2,10700,3840,1.869158879,35.88785047,0,10700,0,0,0
457,4,F,"[0.5, 0.75)",196,20,19600,12240,10.20408163,62.44897959,1,19600,3750,0.510204082,19.13265306
458,4,F,"[0.75, 0.8)",26,2,2600,1710,7.692307692,65.76923077,0,2600,0,0,0
459,4,F,"[0.8, 0.85)",31,3,3100,1710,9.677419355,55.16129032,1,3100,1660,3.225806452,53.5483871
460,4,F,"[0.85, 0.9)",23,1,2300,720,4.347826087,31.30434783,0,2300,0,0,0
461,4,F,"[0.9, 0.95)",28,1,2800,930,3.571428571,33.21428571,0,2800,0,0,0
462,4,F,"[0.95, 1.0)",19,2,1900,680,10.52631579,35.78947368,0,1900,0,0,0
463,4,F,"[1.0, 1.05)",20,0,2000,0,0,0,0,2000,0,0,0
464,4,F,"[1.05, 1.1)",10,1,1000,1020,10,102,0,1000,0,0,0
465,4,F,"[1.1, 1.15)",9,0,900,0,0,0,0,900,0,0,0
466,4,F,"[1.15, 1.2)",3,0,300,0,0,0,0,300,0,0,0
467,4,F,"[1.2, 1.4)",10,1,1000,1260,10,126,0,1000,0,0,0
468,4,F,"[1.4, 1.6)",5,0,500,0,0,0,0,500,0,0,0
469,4,F,"[2.0, 100.0)",1,0,100,0,0,0,0,100,0,0,0
470,4,G,"[0.0, 0.25)",51,2,5100,6730,3.921568627,131.9607843,0,5100,0,0,0
471,4,G,"[0.25, 0.5)",155,8,15500,13630,5.161290323,87.93548387,0,15500,0,0,0
472,4,G,"[0.5, 0.75)",103,3,10300,3960,2.912621359,38.44660194,1,10300,9730,0.970873786,94.46601942
473,4,G,"[0.75, 0.8)",12,0,1200,0,0,0,0,1200,0,0,0
474,4,G,"[0.8, 0.85)",13,0,1300,0,0,0,0,1300,0,0,0
475,4,G,"[0.85, 0.9)",7,0,700,0,0,0,0,700,0,0,0
476,4,G,"[0.9, 0.95)",6,0,600,0,0,0,0,600,0,0,0
477,4,G,"[0.95, 1.0)",5,1,500,780,20,156,0,500,0,0,0
478,4,G,"[1.0, 1.05)",7,0,700,0,0,0,0,700,0,0,0
479,4,G,"[1.05, 1.1)",5,1,500,1280,20,256,1,500,3970,20,794
480,4,G,"[1.1, 1.15)",5,1,500,310,20,62,1,500,740,20,148
481,4,G,"[1.15, 1.2)",2,0,200,0,0,0,0,200,0,0,0
482,4,G,"[1.2, 1.4)",3,0,300,0,0,0,0,300,0,0,0
483,4,G,"[1.4, 1.6)",1,0,100,0,0,0,0,100,0,0,0
484,5,SSS,"[0.85, 0.9)",2,1,200,110,50,55,1,200,210,50,105
485,5,SSS,"[0.9, 0.95)",1,1,100,130,100,130,1,100,220,100,220
486,5,SS,"[0.75, 0.8)",1,1,100,170,100,170,1,100,350,100,350
487,5,SS,"[0.8, 0.85)",4,3,400,340,75,85,1,400,180,25,45
488,5,SS,"[2.0, 100.0)",1,1,100,120,100,120,1,100,250,100,250
489,5,S,"[0.5, 0.75)",13,6,1300,790,46.15384615,60.76923077,5,1300,1290,38.46153846,99.23076923
490,5,S,"[0.75, 0.8)",22,9,2200,1270,40.90909091,57.72727273,5,2200,1250,22.72727273,56.81818182
491,5,S,"[0.8, 0.85)",6,3,600,330,50,55,1,600,150,16.66666667,25
492,5,S,"[0.85, 0.9)",7,4,700,610,57.14285714,87.14285714,1,700,290,14.28571429,41.42857143
493,5,S,"[0.9, 0.95)",1,1,100,170,100,170,1,100,420,100,420
494,5,S,"[0.95, 1.0)",1,1,100,180,100,180,1,100,310,100,310
495,5,AA,"[0.5, 0.75)",10,5,1000,770,50,77,4,1000,1660,40,166
496,5,AA,"[0.75, 0.8)",10,6,1000,820,60,82,3,1000,810,30,81
497,5,AA,"[0.8, 0.85)",4,3,400,510,75,127.5,2,400,910,50,227.5
498,5,AA,"[0.85, 0.9)",9,6,900,840,66.66666667,93.33333333,4,900,960,44.44444444,106.6666667
499,5,AA,"[0.9, 0.95)",2,1,200,160,50,80,0,200,0,0,0
500,5,AA,"[0.95, 1.0)",1,1,100,120,100,120,1,100,190,100,190
501,5,A,"[0.0, 0.25)",2,0,200,0,0,0,0,200,0,0,0
502,5,A,"[0.5, 0.75)",57,27,5700,4070,47.36842105,71.40350877,9,5700,3780,15.78947368,66.31578947
503,5,A,"[0.75, 0.8)",27,11,2700,1790,40.74074074,66.2962963,5,2700,1780,18.51851852,65.92592593
504,5,A,"[0.8, 0.85)",35,16,3500,2680,45.71428571,76.57142857,4,3500,1730,11.42857143,49.42857143
505,5,A,"[0.85, 0.9)",15,10,1500,1590,66.66666667,106,5,1500,1370,33.33333333,91.33333333
506,5,A,"[0.9, 0.95)",5,5,500,790,100,158,2,500,470,40,94
507,5,A,"[0.95, 1.0)",2,1,200,190,50,95,0,200,0,0,0
508,5,A,"[1.0, 1.05)",2,2,200,330,100,165,2,200,670,100,335
509,5,A,"[1.05, 1.1)",1,0,100,0,0,0,0,100,0,0,0
510,5,A,"[2.0, 100.0)",5,2,500,300,40,60,1,500,290,20,58
511,5,B,"[0.0, 0.25)",7,1,700,1730,14.28571429,247.1428571,0,700,0,0,0
512,5,B,"[0.25, 0.5)",1,0,100,0,0,0,0,100,0,0,0
