index,RPT,総合ランク,Web_複勝期待値_レンジ,試行回数,複勝的中数,複勝投資額,複勝払戻額,複勝的中率(%),複勝回収率(%),単勝的中数,単勝投資額,単勝払戻額,単勝的中率(%),単勝回収率(%)
1068,10,A,"[1.2, 1.4)",3,0,300,0,0,0,0,300,0,0,0
1069,10,A,"[1.4, 1.6)",1,1,100,190,100,190,1,100,510,100,510
1070,10,A,"[1.8, 2.0)",1,0,100,0,0,0,0,100,0,0,0
1071,10,A,"[2.0, 100.0)",5,1,500,110,20,22,0,500,0,0,0
1072,10,B,"[0.0, 0.25)",2,0,200,0,0,0,0,200,0,0,0
1073,10,B,"[0.25, 0.5)",9,6,900,1820,66.66666667,202.2222222,2,900,1720,22.22222222,191.1111111
1074,10,B,"[0.5, 0.75)",50,28,5000,4510,56,90.2,5,5000,2710,10,54.2
1075,10,B,"[0.75, 0.8)",12,6,1200,860,50,71.66666667,2,1200,500,16.66666667,41.66666667
1076,10,B,"[0.8, 0.85)",7,4,700,640,57.14285714,91.42857143,2,700,820,28.57142857,117.1428571
1077,10,B,"[0.85, 0.9)",6,5,600,880,83.33333333,146.6666667,2,600,950,33.33333333,158.3333333
1078,10,B,"[0.9, 0.95)",1,1,100,200,100,200,0,100,0,0,0
1079,10,B,"[1.2, 1.4)",1,0,100,0,0,0,0,100,0,0,0
1080,10,B,"[1.4, 1.6)",1,0,100,0,0,0,0,100,0,0,0
1081,10,B,"[2.0, 100.0)",1,0,100,0,0,0,0,100,0,0,0
1082,10,C,"[0.0, 0.25)",1,1,100,260,100,260,0,100,0,0,0
1083,10,C,"[0.25, 0.5)",13,3,1300,710,23.07692308,54.61538462,1,1300,890,7.692307692,68.46153846
1084,10,C,"[0.5, 0.75)",78,26,7800,5170,33.33333333,66.28205128,8,7800,4220,10.25641026,54.1025641
1085,10,C,"[0.75, 0.8)",9,3,900,470,33.33333333,52.22222222,0,900,0,0,0
1086,10,C,"[0.8, 0.85)",6,0,600,0,0,0,0,600,0,0,0
1087,10,C,"[0.85, 0.9)",6,0,600,0,0,0,0,600,0,0,0
1088,10,C,"[0.9, 0.95)",2,1,200,310,50,155,0,200,0,0,0
1089,10,C,"[0.95, 1.0)",1,0,100,0,0,0,0,100,0,0,0
1090,10,C,"[1.2, 1.4)",1,0,100,0,0,0,0,100,0,0,0
1091,10,C,"[1.4, 1.6)",1,1,100,170,100,170,0,100,0,0,0
1092,10,C,"[1.6, 1.8)",1,0,100,0,0,0,0,100,0,0,0
1093,10,C,"[2.0, 100.0)",4,1,400,210,25,52.5,0,400,0,0,0
1094,10,D,"[0.0, 0.25)",1,0,100,0,0,0,0,100,0,0,0
1095,10,D,"[0.25, 0.5)",23,2,2300,730,8.695652174,31.73913043,0,2300,0,0,0
1096,10,D,"[0.5, 0.75)",81,22,8100,8640,27.16049383,106.6666667,7,8100,8620,8.641975309,106.4197531
1097,10,D,"[0.75, 0.8)",12,5,1200,2100,41.66666667,175,1,1200,3460,8.333333333,288.3333333
1098,10,D,"[0.8, 0.85)",7,2,700,870,28.57142857,124.2857143,1,700,1390,14.28571429,198.5714286
1099,10,D,"[0.85, 0.9)",8,1,800,610,12.5,76.25,0,800,0,0,0
1100,10,D,"[0.9, 0.95)",4,1,400,350,25,87.5,0,400,0,0,0
1101,10,D,"[0.95, 1.0)",2,0,200,0,0,0,0,200,0,0,0
1102,10,D,"[1.05, 1.1)",2,0,200,0,0,0,0,200,0,0,0
1103,10,D,"[1.4, 1.6)",2,1,200,230,50,115,0,200,0,0,0
1104,10,D,"[2.0, 100.0)",1,0,100,0,0,0,0,100,0,0,0
1105,10,E,"[0.0, 0.25)",13,2,1300,2200,15.38461538,169.2307692,0,1300,0,0,0
1106,10,E,"[0.25, 0.5)",51,8,5100,6760,15.68627451,132.5490196,0,5100,0,0,0
1107,10,E,"[0.5, 0.75)",112,17,11200,8030,15.17857143,71.69642857,4,11200,7500,3.571428571,66.96428571
1108,10,E,"[0.75, 0.8)",18,6,1800,4060,33.33333333,225.5555556,1,1800,11350,5.555555556,630.5555556
1109,10,E,"[0.8, 0.85)",18,2,1800,1240,11.11111111,68.88888889,1,1800,720,5.555555556,40
1110,10,E,"[0.85, 0.9)",14,0,1400,0,0,0,0,1400,0,0,0
1111,10,E,"[0.9, 0.95)",6,1,600,500,16.66666667,83.33333333,0,600,0,0,0
1112,10,E,"[0.95, 1.0)",12,1,1200,500,8.333333333,41.66666667,0,1200,0,0,0
1113,10,E,"[1.0, 1.05)",4,2,400,890,50,222.5,0,400,0,0,0
1114,10,E,"[1.05, 1.1)",6,1,600,540,16.66666667,90,1,600,2200,16.66666667,366.6666667
1115,10,E,"[1.1, 1.15)",2,0,200,0,0,0,0,200,0,0,0
1116,10,E,"[1.15, 1.2)",3,2,300,1080,66.66666667,360,0,300,0,0,0
1117,10,E,"[1.2, 1.4)",3,0,300,0,0,0,0,300,0,0,0
1118,10,E,"[1.4, 1.6)",3,0,300,0,0,0,0,300,0,0,0
1119,10,E,"[1.6, 1.8)",1,0,100,0,0,0,0,100,0,0,0
1120,10,E,"[1.8, 2.0)",1,0,100,0,0,0,0,100,0,0,0
1121,10,E,"[2.0, 100.0)",4,0,400,0,0,0,0,400,0,0,0
1122,10,F,"[0.0, 0.25)",45,3,4500,2550,6.666666667,56.66666667,1,4500,2270,2.222222222,50.44444444
1123,10,F,"[0.25, 0.5)",121,3,12100,1450,2.479338843,11.98347107,0,12100,0,0,0
1124,10,F,"[0.5, 0.75)",101,8,10100,4110,7.920792079,40.69306931,3,10100,6930,2.97029703,68.61386139
1125,10,F,"[0.75, 0.8)",7,1,700,220,14.28571429,31.42857143,0,700,0,0,0
1126,10,F,"[0.8, 0.85)",14,3,1400,900,21.42857143,64.28571429,0,1400,0,0,0
1127,10,F,"[0.85, 0.9)",3,0,300,0,0,0,0,300,0,0,0
1128,10,F,"[0.9, 0.95)",7,0,700,0,0,0,0,700,0,0,0
1129,10,F,"[0.95, 1.0)",2,0,200,0,0,0,0,200,0,0,0
1130,10,F,"[1.0, 1.05)",3,0,300,0,0,0,0,300,0,0,0
1131,10,F,"[1.05, 1.1)",3,1,300,1030,33.33333333,343.3333333,0,300,0,0,0
1132,10,F,"[1.1, 1.15)",1,0,100,0,0,0,0,100,0,0,0
1133,10,F,"[1.2, 1.4)",3,0,300,0,0,0,0,300,0,0,0
1134,10,F,"[1.4, 1.6)",1,0,100,0,0,0,0,100,0,0,0
1135,10,F,"[2.0, 100.0)",3,1,300,340,33.33333333,113.3333333,0,300,0,0,0
1136,10,G,"[0.0, 0.25)",63,4,6300,5740,6.349206349,91.11111111,1,6300,1440,1.587301587,22.85714286
1137,10,G,"[0.25, 0.5)",85,4,8500,10610,4.705882353,124.8235294,1,8500,33770,1.176470588,397.2941176
1138,10,G,"[0.5, 0.75)",47,3,4700,5830,6.382978723,124.0425532,0,4700,0,0,0
1139,10,G,"[0.75, 0.8)",1,0,100,0,0,0,0,100,0,0,0
1140,10,G,"[0.8, 0.85)",3,0,300,0,0,0,0,300,0,0,0
1141,10,G,"[0.85, 0.9)",1,0,100,0,0,0,0,100,0,0,0
1142,10,G,"[0.9, 0.95)",2,1,200,740,50,370,0,200,0,0,0
1143,10,G,"[0.95, 1.0)",1,0,100,0,0,0,0,100,0,0,0
1144,10,G,"[1.0, 1.05)",1,0,100,0,0,0,0,100,0,0,0
1145,10,G,"[1.05, 1.1)",1,0,100,0,0,0,0,100,0,0,0
1146,10,G,"[1.1, 1.15)",2,0,200,0,0,0,0,200,0,0,0
1147,11,SSS,"[0.75, 0.8)",1,0,100,0,0,0,0,100,0,0,0
1148,11,SSS,"[0.85, 0.9)",2,2,200,200,100,100,2,200,220,100,110
1149,11,SSS,"[0.9, 0.95)",1,1,100,120,100,120,1,100,250,100,250
1150,11,SS,"[0.8, 0.85)",4,2,400,220,50,55,1,400,190,25,47.5
1151,11,SS,"[0.95, 1.0)",1,1,100,110,100,110,1,100,140,100,140
1152,11,S,"[0.5, 0.75)",5,4,500,450,80,90,2,500,400,40,80
1153,11,S,"[0.75, 0.8)",4,3,400,410,75,102.5,1,400,330,25,82.5
1154,11,S,"[0.8, 0.85)",13,10,1300,1100,76.92307692,84.61538462,7,1300,1090,53.84615385,83.84615385
1155,11,S,"[0.85, 0.9)",1,1,100,100,100,100,1,100,110,100,110
1156,11,S,"[0.95, 1.0)",2,1,200,110,50,55,1,200,140,50,70
1157,11,S,"[2.0, 100.0)",2,1,200,110,50,55,0,200,0,0,0
1158,11,AA,"[0.0, 0.25)",2,0,200,0,0,0,0,200,0,0,0
1159,11,AA,"[0.5, 0.75)",1,0,100,0,0,0,0,100,0,0,0
1160,11,AA,"[0.85, 0.9)",1,0,100,0,0,0,0,100,0,0,0
1161,11,A,"[0.25, 0.5)",4,3,400,470,75,117.5,0,400,0,0,0
1162,11,A,"[0.5, 0.75)",11,6,1100,1020,54.54545455,92.72727273,3,1100,1160,27.27272727,105.4545455
1163,11,A,"[0.75, 0.8)",5,3,500,500,60,100,2,500,810,40,162
1164,11,A,"[0.8, 0.85)",4,4,400,640,100,160,3,400,1140,75,285
1165,11,A,"[0.85, 0.9)",2,1,200,150,50,75,1,200,290,50,145
1166,11,A,"[0.9, 0.95)",1,1,100,110,100,110,1,100,150,100,150
1167,11,B,"[0.25, 0.5)",3,2,300,220,66.66666667,73.33333333,0,300,0,0,0
1168,11,B,"[0.5, 0.75)",23,11,2300,1840,47.82608696,80,3,2300,1710,13.04347826,74.34782609
1169,11,B,"[0.75, 0.8)",6,4,600,630,66.66666667,105,2,600,650,33.33333333,108.3333333
1170,11,B,"[0.8, 0.85)",3,1,300,170,33.33333333,56.66666667,0,300,0,0,0
1171,11,C,"[0.25, 0.5)",11,3,1100,320,27.27272727,29.09090909,1,1100,510,9.090909091,46.36363636
1172,11,C,"[0.5, 0.75)",34,14,3400,3080,41.17647059,90.58823529,3,3400,2170,8.823529412,63.82352941
1173,11,C,"[0.8, 0.85)",1,1,100,150,100,150,0,100,0,0,0
1174,11,C,"[0.85, 0.9)",2,1,200,170,50,85,0,200,0,0,0
1175,11,D,"[0.0, 0.25)",2,0,200,0,0,0,0,200,0,0,0
1176,11,D,"[0.25, 0.5)",11,1,1100,360,9.090909091,32.72727273,0,1100,0,0,0
1177,11,D,"[0.5, 0.75)",37,11,3700,3110,29.72972973,84.05405405,0,3700,0,0,0
1178,11,D,"[0.75, 0.8)",1,0,100,0,0,0,0,100,0,0,0
1179,11,D,"[0.8, 0.85)",4,0,400,0,0,0,0,400,0,0,0
1180,11,D,"[0.85, 0.9)",1,0,100,0,0,0,0,100,0,0,0
1181,11,D,"[0.9, 0.95)",2,0,200,0,0,0,0,200,0,0,0
1182,11,D,"[0.95, 1.0)",1,0,100,0,0,0,0,100,0,0,0
1183,11,E,"[0.0, 0.25)",4,0,400,0,0,0,0,400,0,0,0
1184,11,E,"[0.25, 0.5)",23,3,2300,980,13.04347826,42.60869565,0,2300,0,0,0
1185,11,E,"[0.5, 0.75)",45,3,4500,1460,6.666666667,32.44444444,0,4500,0,0,0
1186,11,E,"[0.75, 0.8)",6,1,600,290,16.66666667,48.33333333,0,600,0,0,0
1187,11,E,"[0.8, 0.85)",6,1,600,290,16.66666667,48.33333333,1,600,1350,16.66666667,225
1188,11,E,"[0.85, 0.9)",4,2,400,1020,50,255,0,400,0,0,0
1189,11,E,"[0.9, 0.95)",3,1,300,350,33.33333333,116.6666667,0,300,0,0,0
1190,11,E,"[0.95, 1.0)",5,0,500,0,0,0,0,500,0,0,0
1191,11,E,"[1.0, 1.05)",1,0,100,0,0,0,0,100,0,0,0
1192,11,E,"[1.1, 1.15)",1,0,100,0,0,0,0,100,0,0,0
1193,11,F,"[0.0, 0.25)",15,0,1500,0,0,0,0,1500,0,0,0
1194,11,F,"[0.25, 0.5)",37,3,3700,1690,8.108108108,45.67567568,1,3700,5010,2.702702703,135.4054054
1195,11,F,"[0.5, 0.75)",33,4,3300,6140,12.12121212,186.0606061,0,3300,0,0,0
1196,11,F,"[0.75, 0.8)",1,0,100,0,0,0,0,100,0,0,0
1197,11,F,"[0.8, 0.85)",2,1,200,710,50,355,0,200,0,0,0
1198,11,F,"[0.9, 0.95)",2,0,200,0,0,0,0,200,0,0,0
1199,11,F,"[0.95, 1.0)",2,1,200,220,50,110,1,200,680,50,340
1200,11,F,"[1.0, 1.05)",1,0,100,0,0,0,0,100,0,0,0
1201,11,F,"[1.05, 1.1)",1,1,100,610,100,610,1,100,1960,100,1960
1202,11,G,"[0.0, 0.25)",15,0,1500,0,0,0,0,1500,0,0,0
1203,11,G,"[0.25, 0.5)",24,0,2400,0,0,0,0,2400,0,0,0
1204,11,G,"[0.5, 0.75)",11,0,1100,0,0,0,0,1100,0,0,0
1205,11,G,"[0.8, 0.85)",1,0,100,0,0,0,0,100,0,0,0
1206,12,SSS,"[0.8, 0.85)",1,1,100,100,100,100,1,100,110,100,110
1207,12,SSS,"[0.85, 0.9)",1,1,100,100,100,100,1,100,110,100,110
1208,12,SSS,"[2.0, 100.0)",1,1,100,100,100,100,1,100,110,100,110
1209,12,SS,"[0.8, 0.85)",3,3,300,340,100,113.3333333,1,300,260,33.33333333,86.66666667
1210,12,SS,"[0.9, 0.95)",1,1,100,100,100,100,1,100,130,100,130
1211,12,SS,"[0.95, 1.0)",1,1,100,110,100,110,1,100,140,100,140
1212,12,S,"[0.0, 0.25)",3,0,300,0,0,0,0,300,0,0,0
1213,12,S,"[0.5, 0.75)",15,14,1500,1620,93.33333333,108,7,1500,1710,46.66666667,114
1214,12,S,"[0.75, 0.8)",8,6,800,760,75,95,5,800,1270,62.5,158.75
1215,12,S,"[0.8, 0.85)",8,4,800,420,50,52.5,1,800,110,12.5,13.75
1216,12,S,"[0.85, 0.9)",1,1,100,110,100,110,1,100,110,100,110
1217,12,S,"[0.95, 1.0)",1,1,100,110,100,110,0,100,0,0,0
1218,12,S,"[1.1, 1.15)",1,0,100,0,0,0,0,100,0,0,0
1219,12,S,"[2.0, 100.0)",1,1,100,110,100,110,0,100,0,0,0
1220,12,AA,"[0.25, 0.5)",2,0,200,0,0,0,0,200,0,0,0
1221,12,AA,"[0.5, 0.75)",6,4,600,460,66.66666667,76.66666667,0,600,0,0,0
1222,12,AA,"[0.75, 0.8)",5,3,500,340,60,68,2,500,460,40,92
1223,12,AA,"[0.85, 0.9)",5,4,500,480,80,96,1,500,240,20,48
1224,12,AA,"[2.0, 100.0)",1,1,100,110,100,110,1,100,130,100,130
1225,12,A,"[0.0, 0.25)",1,0,100,0,0,0,0,100,0,0,0
1226,12,A,"[0.25, 0.5)",6,1,600,100,16.66666667,16.66666667,0,600,0,0,0
1227,12,A,"[0.5, 0.75)",14,11,1400,2020,78.57142857,144.2857143,6,1400,2070,42.85714286,147.8571429
1228,12,A,"[0.75, 0.8)",7,3,700,500,42.85714286,71.42857143,2,700,970,28.57142857,138.5714286
1229,12,A,"[0.8, 0.85)",9,8,900,1050,88.88888889,116.6666667,4,900,870,44.44444444,96.66666667
1230,12,A,"[0.85, 0.9)",3,1,300,140,33.33333333,46.66666667,1,300,240,33.33333333,80
1231,12,A,"[0.9, 0.95)",1,1,100,110,100,110,1,100,160,100,160
1232,12,A,"[1.05, 1.1)",1,0,100,0,0,0,0,100,0,0,0
1233,12,A,"[1.2, 1.4)",1,1,100,780,100,780,0,100,0,0,0
1234,12,A,"[1.6, 1.8)",1,1,100,130,100,130,1,100,300,100,300
1235,12,A,"[2.0, 100.0)",2,1,200,200,50,100,1,200,380,50,190
1236,12,B,"[0.0, 0.25)",1,0,100,0,0,0,0,100,0,0,0
1237,12,B,"[0.25, 0.5)",5,2,500,490,40,98,0,500,0,0,0
1238,12,B,"[0.5, 0.75)",15,9,1500,1240,60,82.66666667,2,1500,1120,13.33333333,74.66666667
1239,12,B,"[0.75, 0.8)",4,3,400,470,75,117.5,2,400,700,50,175
1240,12,B,"[0.8, 0.85)",3,2,300,350,66.66666667,116.6666667,2,300,740,66.66666667,246.6666667
1241,12,B,"[0.85, 0.9)",1,0,100,0,0,0,0,100,0,0,0
1242,12,B,"[0.9, 0.95)",2,1,200,160,50,80,1,200,460,50,230
1243,12,B,"[2.0, 100.0)",1,0,100,0,0,0,0,100,0,0,0
1244,12,C,"[0.25, 0.5)",8,2,800,310,25,38.75,0,800,0,0,0
1245,12,C,"[0.5, 0.75)",41,18,4100,3440,43.90243902,83.90243902,6,4100,3410,14.63414634,83.17073171
1246,12,C,"[0.75, 0.8)",8,3,800,610,37.5,76.25,1,800,680,12.5,85
1247,12,C,"[0.8, 0.85)",3,1,300,300,33.33333333,100,0,300,0,0,0
1248,12,C,"[0.85, 0.9)",3,0,300,0,0,0,0,300,0,0,0
1249,12,C,"[0.9, 0.95)",2,0,200,0,0,0,0,200,0,0,0
1250,12,C,"[1.0, 1.05)",1,0,100,0,0,0,0,100,0,0,0
1251,12,C,"[2.0, 100.0)",2,1,200,410,50,205,0,200,0,0,0
1252,12,D,"[0.0, 0.25)",3,1,300,170,33.33333333,56.66666667,0,300,0,0,0
1253,12,D,"[0.25, 0.5)",19,2,1900,2330,10.52631579,122.6315789,0,1900,0,0,0
1254,12,D,"[0.5, 0.75)",40,9,4000,2730,22.5,68.25,1,4000,780,2.5,19.5
1255,12,D,"[0.75, 0.8)",4,2,400,830,50,207.5,0,400,0,0,0
1256,12,D,"[0.8, 0.85)",2,0,200,0,0,0,0,200,0,0,0
1257,12,D,"[0.9, 0.95)",2,1,200,420,50,210,0,200,0,0,0
1258,12,D,"[0.95, 1.0)",1,0,100,0,0,0,0,100,0,0,0
1259,12,D,"[1.15, 1.2)",1,0,100,0,0,0,0,100,0,0,0
1260,12,D,"[1.8, 2.0)",1,0,100,0,0,0,0,100,0,0,0
1261,12,D,"[2.0, 100.0)",2,1,200,180,50,90,1,200,780,50,390
1262,12,E,"[0.0, 0.25)",11,2,1100,1080,18.18181818,98.18181818,0,1100,0,0,0
1263,12,E,"[0.25, 0.5)",29,3,2900,850,10.34482759,29.31034483,0,2900,0,0,0
1264,12,E,"[0.5, 0.75)",51,3,5100,1740,5.882352941,34.11764706,0,5100,0,0,0
1265,12,E,"[0.75, 0.8)",9,1,900,330,11.11111111,36.66666667,0,900,0,0,0
1266,12,E,"[0.8, 0.85)",5,1,500,1370,20,274,0,500,0,0,0
1267,12,E,"[0.85, 0.9)",4,0,400,0,0,0,0,400,0,0,0
1268,12,E,"[0.9, 0.95)",3,1,300,510,33.33333333,170,0,300,0,0,0
1269,12,E,"[0.95, 1.0)",6,3,600,1130,50,188.3333333,0,600,0,0,0
1270,12,E,"[1.0, 1.05)",2,0,200,0,0,0,0,200,0,0,0
1271,12,E,"[1.05, 1.1)",2,0,200,0,0,0,0,200,0,0,0
1272,12,E,"[1.15, 1.2)",3,0,300,0,0,0,0,300,0,0,0
1273,12,E,"[1.2, 1.4)",5,0,500,0,0,0,0,500,0,0,0
1274,12,E,"[1.8, 2.0)",1,0,100,0,0,0,0,100,0,0,0
1275,12,E,"[2.0, 100.0)",2,1,200,1000,50,500,0,200,0,0,0
1276,12,F,"[0.0, 0.25)",29,4,2900,4920,13.79310345,169.6551724,0,2900,0,0,0
1277,12,F,"[0.25, 0.5)",65,3,6500,2620,4.615384615,40.30769231,0,6500,0,0,0
1278,12,F,"[0.5, 0.75)",51,5,5100,2630,9.803921569,51.56862745,1,5100,3700,1.960784314,72.54901961
1279,12,F,"[0.75, 0.8)",4,0,400,0,0,0,0,400,0,0,0
1280,12,F,"[0.8, 0.85)",3,0,300,0,0,0,0,300,0,0,0
1281,12,F,"[0.85, 0.9)",6,0,600,0,0,0,0,600,0,0,0
1282,12,F,"[0.9, 0.95)",1,0,100,0,0,0,0,100,0,0,0
1283,12,F,"[0.95, 1.0)",1,0,100,0,0,0,0,100,0,0,0
1284,12,F,"[1.0, 1.05)",1,0,100,0,0,0,0,100,0,0,0
1285,12,F,"[1.05, 1.1)",2,0,200,0,0,0,0,200,0,0,0
1286,12,F,"[1.2, 1.4)",1,0,100,0,0,0,0,100,0,0,0
1287,12,F,"[1.4, 1.6)",2,0,200,0,0,0,0,200,0,0,0
1288,12,F,"[1.8, 2.0)",1,0,100,0,0,0,0,100,0,0,0
1289,12,G,"[0.0, 0.25)",28,1,2800,730,3.571428571,26.07142857,0,2800,0,0,0
1290,12,G,"[0.25, 0.5)",50,2,5000,2960,4,59.2,0,5000,0,0,0
1291,12,G,"[0.5, 0.75)",21,1,2100,880,4.761904762,41.9047619,0,2100,0,0,0
1292,12,G,"[0.75, 0.8)",1,0,100,0,0,0,0,100,0,0,0
1293,12,G,"[0.8, 0.85)",2,0,200,0,0,0,0,200,0,0,0
1294,12,G,"[0.95, 1.0)",1,0,100,0,0,0,0,100,0,0,0
1295,12,G,"[1.05, 1.1)",1,0,100,0,0,0,0,100,0,0,0
1296,12,G,"[1.1, 1.15)",1,0,100,0,0,0,0,100,0,0,0
1297,12,G,"[1.15, 1.2)",1,0,100,0,0,0,0,100,0,0,0
1298,12,G,"[1.2, 1.4)",1,0,100,0,0,0,0,100,0,0,0
1299,13,SSS,"[0.85, 0.9)",3,3,300,310,100,103.3333333,2,300,370,66.66666667,123.3333333
1300,13,SS,"[0.5, 0.75)",1,1,100,120,100,120,0,100,0,0,0
1301,13,SS,"[0.8, 0.85)",2,2,200,220,100,110,0,200,0,0,0
1302,13,SS,"[0.9, 0.95)",1,1,100,110,100,110,1,100,130,100,130
1303,13,S,"[0.5, 0.75)",18,14,1800,1610,77.77777778,89.44444444,6,1800,1440,33.33333333,80
1304,13,S,"[0.75, 0.8)",2,2,200,230,100,115,1,200,150,50,75
1305,13,S,"[0.8, 0.85)",7,5,700,540,71.42857143,77.14285714,3,700,500,42.85714286,71.42857143
1306,13,AA,"[0.5, 0.75)",5,3,500,480,60,96,1,500,270,20,54
1307,13,AA,"[0.75, 0.8)",1,1,100,110,100,110,1,100,280,100,280
1308,13,AA,"[0.8, 0.85)",1,1,100,120,100,120,1,100,180,100,180
1309,13,AA,"[0.85, 0.9)",3,3,300,350,100,116.6666667,3,300,560,100,186.6666667
1310,13,AA,"[2.0, 100.0)",1,1,100,140,100,140,0,100,0,0,0
1311,13,A,"[0.25, 0.5)",1,0,100,0,0,0,0,100,0,0,0
1312,13,A,"[0.5, 0.75)",30,25,3000,3100,83.33333333,103.3333333,9,3000,2860,30,95.33333333
1313,13,A,"[0.75, 0.8)",3,2,300,300,66.66666667,100,1,300,390,33.33333333,130
1314,13,A,"[0.8, 0.85)",3,2,300,260,66.66666667,86.66666667,0,300,0,0,0
1315,13,A,"[0.9, 0.95)",2,2,200,230,100,115,1,200,170,50,85
1316,13,A,"[1.05, 1.1)",1,1,100,140,100,140,0,100,0,0,0
1317,13,B,"[0.0, 0.25)",1,0,100,0,0,0,0,100,0,0,0
1318,13,B,"[0.25, 0.5)",5,0,500,0,0,0,0,500,0,0,0
1319,13,B,"[0.5, 0.75)",19,11,1900,1410,57.89473684,74.21052632,3,1900,1450,15.78947368,76.31578947
1320,13,B,"[0.75, 0.8)",1,1,100,120,100,120,0,100,0,0,0
1321,13,B,"[0.8, 0.85)",3,3,300,450,100,150,2,300,840,66.66666667,280
1322,13,B,"[0.85, 0.9)",1,1,100,110,100,110,0,100,0,0,0
1323,13,B,"[0.95, 1.0)",1,1,100,150,100,150,1,100,280,100,280
1324,13,C,"[0.0, 0.25)",1,0,100,0,0,0,0,100,0,0,0
1325,13,C,"[0.25, 0.5)",8,1,800,110,12.5,13.75,0,800,0,0,0
1326,13,C,"[0.5, 0.75)",32,10,3200,1760,31.25,55,2,3200,940,6.25,29.375
1327,13,C,"[0.75, 0.8)",3,1,300,230,33.33333333,76.66666667,0,300,0,0,0
1328,13,C,"[2.0, 100.0)",2,0,200,0,0,0,0,200,0,0,0
1329,13,D,"[0.25, 0.5)",11,0,1100,0,0,0,0,1100,0,0,0
1330,13,D,"[0.5, 0.75)",33,5,3300,2410,15.15151515,73.03030303,0,3300,0,0,0
1331,13,D,"[0.75, 0.8)",2,0,200,0,0,0,0,200,0,0,0
1332,13,D,"[0.8, 0.85)",3,1,300,400,33.33333333,133.3333333,1,300,1810,33.33333333,603.3333333
1333,13,D,"[0.85, 0.9)",1,0,100,0,0,0,0,100,0,0,0
1334,13,D,"[0.95, 1.0)",1,0,100,0,0,0,0,100,0,0,0
1335,13,D,"[2.0, 100.0)",1,0,100,0,0,0,0,100,0,0,0
1336,13,E,"[0.25, 0.5)",31,3,3100,900,9.677419355,29.03225806,0,3100,0,0,0
1337,13,E,"[0.5, 0.75)",39,9,3900,3430,23.07692308,87.94871795,3,3900,5640,7.692307692,144.6153846
1338,13,E,"[0.75, 0.8)",4,0,400,0,0,0,0,400,0,0,0
1339,13,E,"[0.8, 0.85)",5,0,500,0,0,0,0,500,0,0,0
1340,13,E,"[0.85, 0.9)",2,0,200,0,0,0,0,200,0,0,0
1341,13,E,"[1.0, 1.05)",2,0,200,0,0,0,0,200,0,0,0
1342,13,E,"[1.1, 1.15)",2,0,200,0,0,0,0,200,0,0,0
1343,13,E,"[1.2, 1.4)",1,0,100,0,0,0,0,100,0,0,0
1344,13,E,"[2.0, 100.0)",2,0,200,0,0,0,0,200,0,0,0
1345,13,F,"[0.0, 0.25)",23,1,2300,190,4.347826087,8.260869565,0,2300,0,0,0
1346,13,F,"[0.25, 0.5)",35,1,3500,330,2.857142857,9.428571429,0,3500,0,0,0
1347,13,F,"[0.5, 0.75)",23,2,2300,820,8.695652174,35.65217391,1,2300,2330,4.347826087,101.3043478
1348,13,F,"[0.75, 0.8)",3,0,300,0,0,0,0,300,0,0,0
1349,13,F,"[0.8, 0.85)",1,0,100,0,0,0,0,100,0,0,0
1350,13,F,"[0.85, 0.9)",3,0,300,0,0,0,0,300,0,0,0
1351,13,F,"[0.95, 1.0)",2,0,200,0,0,0,0,200,0,0,0
1352,13,F,"[1.15, 1.2)",1,0,100,0,0,0,0,100,0,0,0
1353,13,G,"[0.0, 0.25)",22,1,2200,850,4.545454545,38.63636364,0,2200,0,0,0
1354,13,G,"[0.25, 0.5)",24,0,2400,0,0,0,0,2400,0,0,0
1355,13,G,"[0.5, 0.75)",7,0,700,0,0,0,0,700,0,0,0
