競馬場,データ種別,総合ランク,単勝オッズ帯,出走数,勝率,連対率,複勝率
JRA,総合ランクオッズ別,SSS,100.0～,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SSS,合計,,50.8%,71.5%,84.6%
JRA,総合ランクオッズ別,SS,1.0～1.4,,62.9%,80.7%,88.0%
JRA,総合ランクオッズ別,SS,1.5～1.9,,48.0%,72.2%,82.2%
JRA,総合ランクオッズ別,SS,2.0～2.9,,36.7%,57.5%,72.2%
JRA,総合ランクオッズ別,SS,3.0～3.9,,31.7%,50.0%,66.0%
JRA,総合ランクオッズ別,SS,4.0～4.9,,21.8%,41.6%,59.4%
JRA,総合ランクオッズ別,SS,5.0～6.9,,12.0%,24.0%,44.0%
JRA,総合ランクオッズ別,SS,7.0～9.9,,0.0%,100.0%,100.0%
JRA,総合ランクオッズ別,SS,10.0～14.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SS,15.0～19.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SS,20.0～29.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SS,30.0～49.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SS,50.0～99.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SS,100.0～,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SS,合計,,42.3%,63.8%,76.4%
JRA,総合ランクオッズ別,S,1.0～1.4,,68.6%,84.9%,91.1%
JRA,総合ランクオッズ別,S,1.5～1.9,,45.1%,66.9%,78.1%
JRA,総合ランクオッズ別,S,2.0～2.9,,33.6%,55.0%,68.6%
JRA,総合ランクオッズ別,S,3.0～3.9,,25.8%,47.0%,62.7%
JRA,総合ランクオッズ別,S,4.0～4.9,,20.2%,39.2%,54.9%
JRA,総合ランクオッズ別,S,5.0～6.9,,16.5%,36.3%,52.5%
JRA,総合ランクオッズ別,S,7.0～9.9,,16.0%,32.0%,42.0%
JRA,総合ランクオッズ別,S,10.0～14.9,,11.1%,22.2%,44.4%
JRA,総合ランクオッズ別,S,15.0～19.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,S,20.0～29.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,S,30.0～49.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,S,50.0～99.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,S,100.0～,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,S,合計,,34.8%,55.9%,69.3%
JRA,総合ランクオッズ別,AA,1.0～1.4,,62.1%,75.8%,84.8%
JRA,総合ランクオッズ別,AA,1.5～1.9,,45.3%,64.0%,75.6%
JRA,総合ランクオッズ別,AA,2.0～2.9,,32.5%,54.4%,68.5%
JRA,総合ランクオッズ別,AA,3.0～3.9,,25.2%,44.2%,59.7%
JRA,総合ランクオッズ別,AA,4.0～4.9,,20.0%,36.9%,51.8%
JRA,総合ランクオッズ別,AA,5.0～6.9,,14.4%,29.9%,47.3%
JRA,総合ランクオッズ別,AA,7.0～9.9,,10.5%,29.8%,49.7%
JRA,総合ランクオッズ別,AA,10.0～14.9,,9.5%,28.6%,49.2%
JRA,総合ランクオッズ別,AA,15.0～19.9,,0.0%,20.0%,33.3%
JRA,総合ランクオッズ別,AA,20.0～29.9,,0.0%,6.7%,33.3%
JRA,総合ランクオッズ別,AA,30.0～49.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,AA,50.0～99.9,,0.0%,0.0%,20.0%
JRA,総合ランクオッズ別,AA,100.0～,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,AA,合計,,27.4%,46.7%,61.6%
JRA,総合ランクオッズ別,A,1.0～1.4,,58.1%,82.3%,90.3%
JRA,総合ランクオッズ別,A,1.5～1.9,,42.6%,63.1%,75.7%
JRA,総合ランクオッズ別,A,2.0～2.9,,31.7%,51.6%,64.8%
JRA,総合ランクオッズ別,A,3.0～3.9,,23.9%,44.3%,59.0%
JRA,総合ランクオッズ別,A,4.0～4.9,,18.0%,35.9%,50.4%
JRA,総合ランクオッズ別,A,5.0～6.9,,14.8%,32.7%,46.9%
JRA,総合ランクオッズ別,A,7.0～9.9,,11.0%,24.4%,38.9%
JRA,総合ランクオッズ別,A,10.0～14.9,,7.2%,19.6%,34.4%
JRA,総合ランクオッズ別,A,15.0～19.9,,4.3%,17.1%,28.2%
JRA,総合ランクオッズ別,A,20.0～29.9,,1.9%,13.5%,17.3%
JRA,総合ランクオッズ別,A,30.0～49.9,,0.0%,14.3%,35.7%
JRA,総合ランクオッズ別,A,50.0～99.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,A,100.0～,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,A,合計,,22.1%,40.9%,55.1%
JRA,総合ランクオッズ別,B,1.0～1.4,,66.7%,100.0%,100.0%
JRA,総合ランクオッズ別,B,1.5～1.9,,45.3%,61.0%,72.7%
JRA,総合ランクオッズ別,B,2.0～2.9,,29.5%,48.6%,61.7%
JRA,総合ランクオッズ別,B,3.0～3.9,,22.1%,39.9%,53.2%
JRA,総合ランクオッズ別,B,4.0～4.9,,17.4%,34.0%,48.2%
JRA,総合ランクオッズ別,B,5.0～6.9,,13.5%,28.8%,42.9%
JRA,総合ランクオッズ別,B,7.0～9.9,,10.8%,24.0%,37.8%
JRA,総合ランクオッズ別,B,10.0～14.9,,7.9%,19.7%,32.1%
JRA,総合ランクオッズ別,B,15.0～19.9,,4.2%,11.7%,24.0%
JRA,総合ランクオッズ別,B,20.0～29.9,,4.7%,10.1%,19.3%
JRA,総合ランクオッズ別,B,30.0～49.9,,1.6%,4.8%,12.7%
JRA,総合ランクオッズ別,B,50.0～99.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,B,100.0～,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,B,合計,,15.6%,31.0%,44.6%
JRA,総合ランクオッズ別,C,1.0～1.4,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,C,1.5～1.9,,42.9%,64.3%,71.4%
JRA,総合ランクオッズ別,C,2.0～2.9,,28.2%,46.8%,60.8%
JRA,総合ランクオッズ別,C,3.0～3.9,,21.0%,37.3%,49.7%
JRA,総合ランクオッズ別,C,4.0～4.9,,16.9%,33.4%,46.6%
JRA,総合ランクオッズ別,C,5.0～6.9,,13.1%,27.1%,40.3%
JRA,総合ランクオッズ別,C,7.0～9.9,,10.1%,22.2%,35.2%
JRA,総合ランクオッズ別,C,10.0～14.9,,7.0%,16.7%,28.5%
JRA,総合ランクオッズ別,C,15.0～19.9,,4.8%,13.4%,23.8%
JRA,総合ランクオッズ別,C,20.0～29.9,,3.6%,10.1%,20.7%
JRA,総合ランクオッズ別,C,30.0～49.9,,2.5%,6.5%,14.1%
JRA,総合ランクオッズ別,C,50.0～99.9,,1.2%,5.7%,13.5%
JRA,総合ランクオッズ別,C,100.0～,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,C,合計,,10.5%,22.5%,34.8%
JRA,総合ランクオッズ別,D,1.0～1.4,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,D,1.5～1.9,,0.0%,50.0%,50.0%
JRA,総合ランクオッズ別,D,2.0～2.9,,26.6%,36.7%,53.2%
JRA,総合ランクオッズ別,D,3.0～3.9,,19.0%,33.7%,46.1%
JRA,総合ランクオッズ別,D,4.0～4.9,,17.0%,31.1%,43.0%
JRA,総合ランクオッズ別,D,5.0～6.9,,12.5%,24.9%,36.5%
JRA,総合ランクオッズ別,D,7.0～9.9,,9.5%,20.3%,31.1%
JRA,総合ランクオッズ別,D,10.0～14.9,,6.8%,15.9%,26.2%
JRA,総合ランクオッズ別,D,15.0～19.9,,4.8%,12.1%,21.0%
JRA,総合ランクオッズ別,D,20.0～29.9,,3.2%,9.0%,17.0%
JRA,総合ランクオッズ別,D,30.0～49.9,,1.9%,6.0%,12.9%
JRA,総合ランクオッズ別,D,50.0～99.9,,1.2%,4.3%,8.8%
JRA,総合ランクオッズ別,D,100.0～,,0.2%,1.8%,5.1%
JRA,総合ランクオッズ別,D,合計,,6.7%,15.0%,24.4%
JRA,総合ランクオッズ別,E,1.0～1.4,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,E,1.5～1.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,E,2.0～2.9,,24.1%,38.9%,59.3%
JRA,総合ランクオッズ別,E,3.0～3.9,,23.3%,34.5%,46.6%
JRA,総合ランクオッズ別,E,4.0～4.9,,15.6%,27.7%,40.0%
JRA,総合ランクオッズ別,E,5.0～6.9,,13.4%,25.3%,35.1%
JRA,総合ランクオッズ別,E,7.0～9.9,,9.2%,19.0%,27.9%
JRA,総合ランクオッズ別,E,10.0～14.9,,6.7%,14.5%,23.8%
JRA,総合ランクオッズ別,E,15.0～19.9,,4.7%,11.4%,19.5%
JRA,総合ランクオッズ別,E,20.0～29.9,,3.4%,8.6%,15.3%
JRA,総合ランクオッズ別,E,30.0～49.9,,2.1%,6.1%,11.6%
JRA,総合ランクオッズ別,E,50.0～99.9,,1.2%,3.7%,7.5%
JRA,総合ランクオッズ別,E,100.0～,,0.4%,1.5%,4.1%
JRA,総合ランクオッズ別,E,合計,,4.0%,9.4%,16.0%
JRA,総合ランクオッズ別,F,1.0～1.4,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,F,1.5～1.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,F,2.0～2.9,,40.0%,52.0%,52.0%
JRA,総合ランクオッズ別,F,3.0～3.9,,26.3%,41.4%,51.5%
JRA,総合ランクオッズ別,F,4.0～4.9,,14.0%,22.6%,37.1%
JRA,総合ランクオッズ別,F,5.0～6.9,,11.7%,21.8%,30.4%
JRA,総合ランクオッズ別,F,7.0～9.9,,9.0%,16.6%,25.1%
JRA,総合ランクオッズ別,F,10.0～14.9,,6.4%,13.7%,20.8%
JRA,総合ランクオッズ別,F,15.0～19.9,,4.4%,10.2%,16.8%
JRA,総合ランクオッズ別,F,20.0～29.9,,3.3%,7.9%,13.5%
JRA,総合ランクオッズ別,F,30.0～49.9,,2.1%,5.4%,9.8%
JRA,総合ランクオッズ別,F,50.0～99.9,,1.1%,3.1%,6.2%
JRA,総合ランクオッズ別,F,100.0～,,0.3%,1.2%,2.6%
JRA,総合ランクオッズ別,F,合計,,1.9%,4.6%,8.1%
JRA,総合ランクオッズ別,G,1.0～1.4,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,G,1.5～1.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,G,2.0～2.9,,33.3%,44.4%,55.6%
JRA,総合ランクオッズ別,G,3.0～3.9,,20.0%,26.7%,53.3%
JRA,総合ランクオッズ別,G,4.0～4.9,,12.5%,25.0%,29.2%
JRA,総合ランクオッズ別,G,5.0～6.9,,10.6%,18.7%,28.5%
JRA,総合ランクオッズ別,G,7.0～9.9,,7.0%,15.8%,23.9%
JRA,総合ランクオッズ別,G,10.0～14.9,,5.8%,10.6%,14.6%
JRA,総合ランクオッズ別,G,15.0～19.9,,4.1%,8.4%,13.7%
JRA,総合ランクオッズ別,G,20.0～29.9,,2.8%,5.9%,10.3%
JRA,総合ランクオッズ別,G,30.0～49.9,,1.7%,4.3%,7.4%
JRA,総合ランクオッズ別,G,50.0～99.9,,0.9%,2.5%,4.6%
JRA,総合ランクオッズ別,G,100.0～,,0.2%,0.6%,1.3%
JRA,総合ランクオッズ別,G,合計,,0.7%,1.7%,3.1%
川崎,総合ランクオッズ別,SSS,1.0～1.4,,66.7%,81.3%,89.3%
川崎,総合ランクオッズ別,SSS,1.5～1.9,,47.4%,68.4%,77.6%
川崎,総合ランクオッズ別,SSS,2.0～2.9,,39.1%,60.9%,73.9%
川崎,総合ランクオッズ別,SSS,3.0～3.9,,25.0%,37.5%,75.0%
川崎,総合ランクオッズ別,SSS,4.0～4.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,SSS,5.0～6.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,SSS,7.0～9.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,SSS,10.0～14.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,SSS,15.0～19.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,SSS,20.0～29.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,SSS,30.0～49.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,SSS,50.0～99.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,SSS,100.0～,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,SS,1.0～1.4,,55.6%,92.6%,96.3%
川崎,総合ランクオッズ別,SS,1.5～1.9,,40.0%,67.5%,80.0%
川崎,総合ランクオッズ別,SS,2.0～2.9,,36.6%,59.2%,76.1%
川崎,総合ランクオッズ別,SS,3.0～3.9,,27.3%,40.9%,59.1%
川崎,総合ランクオッズ別,SS,4.0～4.9,,18.2%,27.3%,45.5%
川崎,総合ランクオッズ別,SS,5.0～6.9,,0.0%,40.0%,60.0%
川崎,総合ランクオッズ別,SS,7.0～9.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,SS,10.0～14.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,SS,15.0～19.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,SS,20.0～29.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,SS,30.0～49.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,SS,50.0～99.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,SS,100.0～,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,S,1.0～1.4,,72.3%,84.7%,91.5%
川崎,総合ランクオッズ別,S,1.5～1.9,,49.0%,69.7%,82.5%
川崎,総合ランクオッズ別,S,2.0～2.9,,34.1%,55.6%,67.1%
川崎,総合ランクオッズ別,S,3.0～3.9,,26.2%,45.9%,60.1%
川崎,総合ランクオッズ別,S,4.0～4.9,,16.5%,36.5%,47.1%
川崎,総合ランクオッズ別,S,5.0～6.9,,10.4%,20.9%,35.8%
川崎,総合ランクオッズ別,S,7.0～9.9,,28.6%,42.9%,57.1%
川崎,総合ランクオッズ別,S,10.0～14.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,S,15.0～19.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,S,20.0～29.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,S,30.0～49.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,S,50.0～99.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,S,100.0～,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,AA,1.0～1.4,,62.7%,84.3%,88.2%
川崎,総合ランクオッズ別,AA,1.5～1.9,,49.6%,70.4%,77.0%
川崎,総合ランクオッズ別,AA,2.0～2.9,,41.2%,59.3%,74.2%
川崎,総合ランクオッズ別,AA,3.0～3.9,,20.5%,41.5%,55.1%
川崎,総合ランクオッズ別,AA,4.0～4.9,,22.0%,38.0%,53.0%
川崎,総合ランクオッズ別,AA,5.0～6.9,,14.1%,29.5%,48.7%
川崎,総合ランクオッズ別,AA,7.0～9.9,,11.1%,16.7%,36.1%
川崎,総合ランクオッズ別,AA,10.0～14.9,,11.1%,22.2%,33.3%
川崎,総合ランクオッズ別,AA,15.0～19.9,,0.0%,0.0%,100.0%
川崎,総合ランクオッズ別,AA,20.0～29.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,AA,30.0～49.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,AA,50.0～99.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,AA,100.0～,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,A,1.0～1.4,,33.3%,100.0%,100.0%
川崎,総合ランクオッズ別,A,1.5～1.9,,49.1%,69.8%,81.1%
川崎,総合ランクオッズ別,A,2.0～2.9,,29.9%,53.9%,69.4%
川崎,総合ランクオッズ別,A,3.0～3.9,,23.6%,42.4%,59.5%
川崎,総合ランクオッズ別,A,4.0～4.9,,15.3%,36.6%,50.0%
川崎,総合ランクオッズ別,A,5.0～6.9,,12.4%,32.4%,49.1%
川崎,総合ランクオッズ別,A,7.0～9.9,,9.5%,24.0%,41.4%
川崎,総合ランクオッズ別,A,10.0～14.9,,5.9%,16.0%,33.6%
川崎,総合ランクオッズ別,A,15.0～19.9,,2.6%,10.3%,23.1%
川崎,総合ランクオッズ別,A,20.0～29.9,,3.6%,17.9%,28.6%
川崎,総合ランクオッズ別,A,30.0～49.9,,0.0%,0.0%,11.1%
川崎,総合ランクオッズ別,A,50.0～99.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,A,100.0～,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,B,1.0～1.4,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,B,1.5～1.9,,41.2%,52.9%,52.9%
川崎,総合ランクオッズ別,B,2.0～2.9,,26.5%,47.7%,59.8%
川崎,総合ランクオッズ別,B,3.0～3.9,,19.6%,41.1%,54.8%
川崎,総合ランクオッズ別,B,4.0～4.9,,18.6%,36.1%,53.2%
川崎,総合ランクオッズ別,B,5.0～6.9,,12.5%,29.6%,44.9%
川崎,総合ランクオッズ別,B,7.0～9.9,,9.9%,22.8%,36.2%
川崎,総合ランクオッズ別,B,10.0～14.9,,8.8%,19.9%,40.3%
川崎,総合ランクオッズ別,B,15.0～19.9,,7.0%,12.8%,31.4%
川崎,総合ランクオッズ別,B,20.0～29.9,,1.7%,6.8%,18.6%
川崎,総合ランクオッズ別,B,30.0～49.9,,0.0%,7.5%,15.0%
川崎,総合ランクオッズ別,B,50.0～99.9,,0.0%,10.0%,10.0%
川崎,総合ランクオッズ別,B,100.0～,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,C,1.0～1.4,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,C,1.5～1.9,,33.3%,66.7%,66.7%
川崎,総合ランクオッズ別,C,2.0～2.9,,24.2%,51.6%,64.5%
川崎,総合ランクオッズ別,C,3.0～3.9,,20.3%,38.5%,57.1%
川崎,総合ランクオッズ別,C,4.0～4.9,,16.4%,32.8%,50.4%
川崎,総合ランクオッズ別,C,5.0～6.9,,10.5%,26.8%,42.5%
川崎,総合ランクオッズ別,C,7.0～9.9,,8.1%,21.6%,34.8%
川崎,総合ランクオッズ別,C,10.0～14.9,,8.0%,19.8%,33.2%
川崎,総合ランクオッズ別,C,15.0～19.9,,4.9%,16.1%,26.5%
川崎,総合ランクオッズ別,C,20.0～29.9,,3.7%,11.1%,18.0%
川崎,総合ランクオッズ別,C,30.0～49.9,,3.2%,7.5%,15.5%
川崎,総合ランクオッズ別,C,50.0～99.9,,0.9%,4.3%,15.7%
川崎,総合ランクオッズ別,C,100.0～,,3.4%,3.4%,6.9%
川崎,総合ランクオッズ別,D,1.0～1.4,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,D,1.5～1.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,D,2.0～2.9,,27.3%,36.4%,45.5%
川崎,総合ランクオッズ別,D,3.0～3.9,,24.3%,40.5%,48.6%
川崎,総合ランクオッズ別,D,4.0～4.9,,13.3%,32.4%,45.7%
川崎,総合ランクオッズ別,D,5.0～6.9,,12.0%,28.2%,41.4%
川崎,総合ランクオッズ別,D,7.0～9.9,,11.8%,25.1%,38.5%
川崎,総合ランクオッズ別,D,10.0～14.9,,7.9%,17.6%,30.8%
川崎,総合ランクオッズ別,D,15.0～19.9,,5.0%,13.7%,23.3%
川崎,総合ランクオッズ別,D,20.0～29.9,,3.1%,7.5%,18.0%
川崎,総合ランクオッズ別,D,30.0～49.9,,1.6%,7.0%,15.6%
川崎,総合ランクオッズ別,D,50.0～99.9,,1.4%,3.7%,9.4%
川崎,総合ランクオッズ別,D,100.0～,,0.0%,0.6%,4.6%
川崎,総合ランクオッズ別,E,1.0～1.4,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,E,1.5～1.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,E,2.0～2.9,,100.0%,100.0%,100.0%
川崎,総合ランクオッズ別,E,3.0～3.9,,20.0%,20.0%,40.0%
川崎,総合ランクオッズ別,E,4.0～4.9,,20.0%,40.0%,40.0%
川崎,総合ランクオッズ別,E,5.0～6.9,,10.7%,21.4%,32.1%
川崎,総合ランクオッズ別,E,7.0～9.9,,8.5%,22.9%,29.4%
川崎,総合ランクオッズ別,E,10.0～14.9,,5.7%,14.1%,21.6%
川崎,総合ランクオッズ別,E,15.0～19.9,,3.6%,11.8%,22.1%
川崎,総合ランクオッズ別,E,20.0～29.9,,2.8%,8.3%,15.6%
川崎,総合ランクオッズ別,E,30.0～49.9,,3.3%,7.3%,14.1%
川崎,総合ランクオッズ別,E,50.0～99.9,,1.1%,4.2%,9.7%
川崎,総合ランクオッズ別,E,100.0～,,0.0%,1.5%,4.5%
川崎,総合ランクオッズ別,F,1.0～1.4,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,F,1.5～1.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,F,2.0～2.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,F,3.0～3.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,F,4.0～4.9,,50.0%,75.0%,75.0%
川崎,総合ランクオッズ別,F,5.0～6.9,,7.7%,15.4%,19.2%
川崎,総合ランクオッズ別,F,7.0～9.9,,6.2%,13.6%,16.0%
川崎,総合ランクオッズ別,F,10.0～14.9,,5.3%,14.7%,25.3%
川崎,総合ランクオッズ別,F,15.0～19.9,,5.5%,12.3%,24.9%
川崎,総合ランクオッズ別,F,20.0～29.9,,3.0%,7.9%,16.1%
川崎,総合ランクオッズ別,F,30.0～49.9,,1.8%,5.9%,9.9%
川崎,総合ランクオッズ別,F,50.0～99.9,,1.1%,4.0%,8.1%
川崎,総合ランクオッズ別,F,100.0～,,0.3%,1.4%,3.0%
川崎,総合ランクオッズ別,G,1.0～1.4,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,G,1.5～1.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,G,2.0～2.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,G,3.0～3.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,G,4.0～4.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,G,5.0～6.9,,0.0%,0.0%,25.0%
川崎,総合ランクオッズ別,G,7.0～9.9,,0.0%,0.0%,0.0%
川崎,総合ランクオッズ別,G,10.0～14.9,,5.9%,5.9%,17.6%
川崎,総合ランクオッズ別,G,15.0～19.9,,0.0%,3.7%,14.8%
川崎,総合ランクオッズ別,G,20.0～29.9,,1.2%,3.6%,7.1%
川崎,総合ランクオッズ別,G,30.0～49.9,,0.5%,4.4%,8.3%
川崎,総合ランクオッズ別,G,50.0～99.9,,1.1%,3.4%,6.1%
川崎,総合ランクオッズ別,G,100.0～,,0.1%,0.5%,1.4%
